"Stock.ID","Species","Stock","Ocean.Region2","BY","R0.1","R","S","Lat","Lon","ocean.basin","sst_raw","early_sst","np_all_spp_sec","np_pinks_sec","det_np_pinks_sec","RS","RS_stnd","lnRS","S_stnd","early_sst_stnd","np_all_spp_sec_stnd","np_pinks_sec_stnd","det_np_pinks_sec_stnd"
163,"Pink","Nisqually-Odd","WC",1959,8764,8764,4000,47.101,-122.706,"SC",12.247164050738,-0.0662743560799658,295.2,182.1,-20.9204295127874,2.191,-0.275669861498264,0.784358060613329,-0.380065452474637,-0.043278740194037,-1.20380555120088,-1.17170433413941,-0.98346978474081
163,"Pink","Nisqually-Odd","WC",1961,19593,19593,5000,47.101,-122.706,"SC",12.1647284825643,-0.148709924253702,318.2,224.2,26.8582160885894,3.9186,-0.150390036529203,1.36573444715453,-0.375409803542296,-0.181402466782504,-1.10045817478618,-0.935262594992193,-0.326910336243967
163,"Pink","Nisqually-Odd","WC",1963,9057,9057,9000,47.101,-122.706,"SC",11.6598021586736,-0.653636248144385,344.5,205.1,11.278580937552,1.00633333333333,-0.3615779609696,0.00631336205659203,-0.356787207812932,-1.02742448195697,-0.982282696538062,-1.04253188757442,-0.54100088933098
163,"Pink","Nisqually-Odd","WC",1965,17416,17416,4000,47.101,-122.706,"SC",12.0731655359268,-0.240272870891178,272.9,175.2,-17.7751125688447,4.354,-0.118816271889513,1.47109496281236,-0.380065452474637,-0.334819440634557,-1.30400757268122,-1.21045606810891,-0.940247806970824
163,"Pink","Nisqually-Odd","WC",1967,6295,6295,7000,47.101,-122.706,"SC",11.9149852991104,-0.398453107707573,305.9,220.8,25.6382346910747,0.899285714285714,-0.369340699437788,-0.106154481559003,-0.366098505677614,-0.599856053661598,-1.15572655434708,-0.954357652310496,-0.343674945274776
163,"Pink","Nisqually-Odd","WC",1969,20545,20545,3500,47.101,-122.706,"SC",11.6897964080175,-0.623641998800511,324.9,202.8,2.28046936379511,5.87,-0.00888097746192808,1.76985463384001,-0.382393276940808,-0.977168050329449,-1.07035263470016,-1.05544913223092,-0.66465017026013
163,"Pink","Nisqually-Odd","WC",1971,25160,25160,10000,47.101,-122.706,"SC",11.7714772224426,-0.541961184375357,258.2,158.6,-50.3442287528231,2.516,-0.252101938880213,0.922670338838194,-0.352131558880591,-0.840308940492225,-1.37006002630279,-1.30368487736885,-1.3878025815073
163,"Pink","Nisqually-Odd","WC",1973,13645,13645,8000,47.101,-122.706,"SC",11.7557787100474,-0.557659696770599,339.2,228.3,8.18300003622602,1.705625,-0.310867647469761,0.533931612480466,-0.361442856745273,-0.866612356383727,-1.00609752675536,-0.912236202343652,-0.58353940970489
163,"Pink","Nisqually-Odd","WC",1975,10690,10690,6000,47.101,-122.706,"SC",11.535138686498,-0.77829972031999,381.4,279.1,45.5262969845521,1.78166666666667,-0.305353357882845,0.577549255808899,-0.370754154609955,-1.23630256368576,-0.816477557855345,-0.626933581234898,-0.0703793119071344
163,"Pink","Nisqually-Odd","WC",1977,4654,4654,5200,47.101,-122.706,"SC",12.6400055090586,0.326567102240639,457,319.9,71.1046092155224,0.895,-0.369651485230553,-0.110931560707282,-0.374478673755828,0.614941096021969,-0.476779224944412,-0.397792893415268,0.28110998546554
163,"Pink","Nisqually-Odd","WC",1979,1281,1281,1300,47.101,-122.706,"SC",12.4531836509705,0.139745244152467,453.5,297.9,32.6075384498225,0.985384615384615,-0.363097092549794,-0.0147232415528938,-0.392635704591958,0.301914427813217,-0.492505999616214,-0.521349146651343,-0.247904917165847
163,"Pink","Nisqually-Odd","WC",1981,1178,1178,500,47.101,-122.706,"SC",11.7076369126638,-0.60580149415421,597.3,431,148.341946054577,2.356,-0.263704608476792,0.85696526578934,-0.396360223737831,-0.947275650233745,0.15363977118527,0.226166185426909,1.34248170582576
163,"Pink","Nisqually-Odd","WC",1983,1440,1440,500,47.101,-122.706,"SC",11.8460661967595,-0.467372210058452,524.2,326.3,25.7214716941774,2.88,-0.225705865547996,1.05779029414785,-0.396360223737831,-0.71533246100282,-0.174825151245804,-0.361849256110228,-0.342531127986451
163,"Pink","Nisqually-Odd","WC",1985,12576,12576,500,47.101,-122.706,"SC",12.230163693428,-0.0832747133899507,437.7,270.3,-48.5060334477533,25.152,1.38938574229579,3.2249374162468,-0.396360223737831,-0.0717634435449229,-0.563501153848922,-0.676356082529328,-1.3625426671557
163,"Pink","Nisqually-Odd","WC",1987,22582,22582,7700,47.101,-122.706,"SC",12.2657570441564,-0.0476813626615948,557.7,364.4,27.286769793309,2.93272727272727,-0.221882258521851,1.07593279989869,-0.362839551424976,-0.012125518395798,-0.0242974508156947,-0.147872290278663,-0.321021283080563
163,"Pink","Nisqually-Odd","WC",1989,3213,3213,12300,47.101,-122.706,"SC",12.6095175743103,0.29607916749231,688.9,486,130.743381846267,0.261219512195122,-0.415611145210294,-1.34239418224465,-0.341423566336207,0.563857476939607,0.5652319311673,0.535056818517096,1.10064765076809
163,"Pink","Nisqually-Odd","WC",1991,690,690,1900,47.101,-122.706,"SC",13.4799647331238,1.16652632630579,650.2,398.6,25.6305823493315,0.363157894736842,-0.408218911636287,-1.01291756756323,-0.389842315232554,2.02232265207218,0.391338736939085,0.0442015215701446,-0.343780101400727
163,"Pink","Nisqually-Odd","WC",1993,892,892,500,47.101,-122.706,"SC",12.7267109553019,0.413272548483932,690.5,434.9,44.9103454445051,1.784,-0.305184152284562,0.578858034157818,-0.396360223737831,0.760219155189338,0.57242131387441,0.248069339409668,-0.0788435284696552
163,"Pink","Nisqually-Odd","WC",1995,46,46,579,47.101,-122.706,"SC",12.4049975077311,0.0915591009131358,609.6,402,-4.11073275407784,0.079447322970639,-0.42879266179416,-2.5326610810839,-0.395992427472176,0.221176830904622,0.208908150746176,0.063296578888447,-0.752476103476236
163,"Pink","Nisqually-Odd","WC",2005,1452,1452,581,47.101,-122.706,"SC",12.3554545640945,0.0420161572765541,765.7,550,76.9215300470468,2.49913941480207,-0.253324612625567,0.91594643853283,-0.395983116174311,0.138165866671015,0.910322301108566,0.894493191567495,0.36104432192537
163,"Pink","Nisqually-Odd","WC",2007,14978,14978,1000,47.101,-122.706,"SC",10.9832590421041,-1.33017936471391,878.5,657.6,173.201478578285,14.978,0.651600989323326,2.70658245782718,-0.394032399271661,-2.16099653742478,1.4171737819598,1.49879559375848,1.68409375359768
163,"Pink","Nisqually-Odd","WC",2009,853033,853033,12300,47.101,-122.706,"SC",12.2522352139155,-0.0612031929024726,861.4,654.8,159.758485773777,69.3522764227642,4.59464326361322,4.23919897135209,-0.341423566336207,-0.0347818259162418,1.34033725427756,1.48307025243752,1.49936428228716
163,"Pink","Nisqually-Odd","WC",2011,861745,861745,765447,47.101,-122.706,"SC",12.2336014906565,-0.0798369161614496,798.8,578.3,73.4142570728227,1.12580622825617,-0.352914182684998,0.118499426326117,3.16496446010964,-0.0660032920111174,1.0590526558619,1.05343146277572,0.312848455744977
163,"Pink","Nisqually-Odd","WC",2013,271035,271035,763662,47.101,-122.706,"SC",12.8390357891719,0.525597382353871,818.9,552.7,38.850982827287,0.354914870715055,-0.408816668412546,-1.03587731906619,3.15665412676541,0.948423409569542,1.14936927611996,0.909656913555559,-0.16210942535997
163,"Pink","Nisqually-Odd","WC",2015,43869,43869,221658,47.101,-122.706,"SC",13.6416697104772,1.3282313036592,736.6,512.8,-9.16732517828621,0.197913001109818,-0.420201923531763,-1.61992773318119,0.633273782840847,2.29326509323889,0.779565403123008,0.68557079973195,-0.821962240881853
163,"Pink","Nisqually-Odd","WC",2017,438034,438034,39347,47.101,-122.706,"SC",13.1297036806742,0.816265273856249,854.2,638.8,109.373894221988,11.132589523979,0.37274456922023,2.40987679985926,-0.215502229663179,1.43544780041631,1.30798503209557,1.39321115917492,0.806994726273048
163,"Pink","Nisqually-Odd","WC",2019,94464,94464,420680,47.101,-122.706,"SC",12.7598340113958,0.446395604577789,982.8,797.2,260.684735027627,0.224550727393743,-0.418270243926285,-1.49365364011388,1.55985034465322,0.815718013813569,1.88583166717951,2.28281618247466,2.88626174903019
164,"Pink","S South Misc.-Odd","WC",1959,122,122,100,47.16,-122.91,"SC",12.0588191151619,-0.102356469794486,295.2,182.1,-20.9204295127874,1.22,-0.496187704339661,0.198850858745165,-0.572877068633163,-0.202175311517111,-1.3329488853113,-1.29460390560577,-0.997965699780003
164,"Pink","S South Misc.-Odd","WC",1961,368,368,100,47.16,-122.91,"SC",12.0088534355164,-0.15232214944004,318.2,224.2,26.8582160885894,3.68,0.0856530258336098,1.30291275218084,-0.572877068633163,-0.280901263187345,-1.22545787065027,-1.0486059793058,-0.330144449718376
164,"Pink","S South Misc.-Odd","WC",1963,719,719,200,47.16,-122.91,"SC",11.5033093690872,-0.657866215869169,344.5,205.1,11.278580937552,3.595,0.0655487729617692,1.27954399117301,-0.284297459799428,-1.07743676562025,-1.10254423214657,-1.16021073921862,-0.547907245023943
164,"Pink","S South Misc.-Odd","WC",1965,813,813,500,47.16,-122.91,"SC",11.9232601523399,-0.237915432616464,272.9,175.2,-17.7751125688447,1.626,-0.40016033179887,0.486123011125619,0.581441366701777,-0.415762086105088,-1.43716843430874,-1.33492185552192,-0.954002346133092
164,"Pink","S South Misc.-Odd","WC",1967,452,452,400,47.16,-122.91,"SC",11.7619813382626,-0.399194246693832,305.9,220.8,25.6382346910747,1.13,-0.51747456032161,0.122217632724249,0.292861757868042,-0.66987307213702,-1.28294219588204,-1.06847279520651,-0.347196617934645
