"Stock.ID","Species","Stock","Ocean.Region2","BY","R0.1","R","S","Lat","Lon","ocean.basin","sst_raw","early_sst","np_all_spp_sec","np_pinks_sec","det_np_pinks_sec","RS","RS_stnd","lnRS","S_stnd","early_sst_stnd","np_all_spp_sec_stnd","np_pinks_sec_stnd","det_np_pinks_sec_stnd"
164,"Pink","S South Misc.-Odd","WC",1969,720,720,300,47.16,-122.91,"SC",11.5449758172035,-0.616199767752871,324.9,202.8,2.28046936379511,2.4,-0.217093370354109,0.8754687373539,0.00428214903430708,-1.01178708760239,-1.19414527072728,-1.17365005585733,-0.67367745143614
164,"Pink","S South Misc.-Odd","WC",1971,975,975,500,47.16,-122.91,"SC",11.6143099069595,-0.54686567799685,258.2,158.6,-50.3442287528231,1.95,-0.323527650263853,0.667829372575655,0.581441366701777,-0.902544258565483,-1.50586921324426,-1.43191866256657,-1.40923391684049
164,"Pink","S South Misc.-Odd","WC",1973,174,174,600,47.16,-122.91,"SC",11.5989210009575,-0.56225458399891,339.2,228.3,8.18300003622602,0.29,-0.7161518828198,-1.23787435600162,0.870020975535511,-0.926791027122823,-1.12731390074238,-1.024648936602,-0.591175418099382
164,"Pink","S South Misc.-Odd","WC",1975,1419,1419,100,47.16,-122.91,"SC",11.3544702529907,-0.806705331965676,381.4,279.1,45.5262969845521,14.19,2.5714847632812,2.65253749117195,-0.572877068633163,-1.31194775683612,-0.93009125645127,-0.727815334320803,-0.0692132122737937
164,"Pink","S South Misc.-Odd","WC",1977,2374,2374,700,47.16,-122.91,"SC",12.490875929594,0.329700344637643,457,319.9,71.1046092155224,3.39142857142857,0.0173999320502179,1.22125124012621,1.15860058436925,0.478573637222651,-0.576772964782843,-0.48941354351228,0.288305093939161
164,"Pink","S South Misc.-Odd","WC",1979,429,429,800,47.16,-122.91,"SC",12.268968462944,0.107792877987639,453.5,297.9,32.6075384498225,0.53625,-0.657908679646968,-0.62315480873991,1.44718019320298,0.128936113652879,-0.593130293100825,-0.61796352875217,-0.24978387025952
164,"Pink","S South Misc.-Odd","WC",1981,241,241,100,47.16,-122.91,"SC",11.5431434810162,-0.618032103940229,597.3,431,148.341946054577,2.41,-0.214728164133892,0.879626747502564,-0.572877068633163,-1.01467411748276,0.0789222246494375,0.159763881949166,1.36788226047571
164,"Pink","S South Misc.-Odd","WC",1983,195,195,100,47.16,-122.91,"SC",11.667573839426,-0.493601745530353,524.2,326.3,25.7214716941774,1.95,-0.323527650263853,0.667829372575655,-0.572877068633163,-0.818621577980128,-0.262712261077573,-0.452017184169766,-0.346033181031742
164,"Pink","S South Misc.-Odd","WC",1985,142,142,100,47.16,-122.91,"SC",12.0660051107407,-0.0951704742157288,437.7,270.3,-48.5060334477533,1.42,-0.44888357993533,0.350656871613169,-0.572877068633163,-0.190853053025906,-0.666971946650576,-0.779235328416759,-1.38354072543588
164,"Pink","S South Misc.-Odd","WC",1987,98,98,100,47.16,-122.91,"SC",12.0980773568153,-0.0630982281410498,557.7,364.4,27.286769793309,0.98,-0.552952653624859,-0.0202027073175195,-0.572877068633163,-0.140320004894824,-0.106149261462596,-0.229391982458866,-0.324154383085007
164,"Pink","S South Misc.-Odd","WC",1989,83,83,50,47.16,-122.91,"SC",12.4953028857708,0.334127300814406,688.9,486,130.743381846267,1.66,-0.392118630650133,0.506817602368452,-0.71716687305003,0.485548751751071,0.507016874342929,0.481138845048891,1.12190008578332
164,"Pink","S South Misc.-Odd","WC",1991,66,66,50,47.16,-122.91,"SC",13.3135947287083,1.15241914375188,650.2,398.6,25.6305823493315,1.32,-0.472535642137496,0.27763173659828,-0.71716687305003,1.77484981872803,0.326151558369806,-0.0295551872223088,-0.347303577777573
164,"Pink","S South Misc.-Odd","WC",1993,71,71,50,47.16,-122.91,"SC",12.6190385818481,0.457862996891749,690.5,434.9,44.9103454445051,1.42,-0.44888357993533,0.350656871613169,-0.71716687305003,0.680506780909679,0.514494510145436,0.18255228842351,-0.0778226134460962
164,"Pink","S South Misc.-Odd","WC",1995,326,326,31,47.16,-122.91,"SC",12.2267499864101,0.0655744014537559,609.6,402,-4.11073275407784,10.5161290322581,1.70253851676358,2.35291017688156,-0.77199699872844,0.0624166593639572,0.136406549881206,-0.00968837132159859,-0.763009841126806
164,"Pink","S South Misc.-Odd","WC",1997,20,20,233,47.16,-122.91,"SC",13.1233178973198,0.962142312363403,699.2,501.1,79.8710331213849,0.0858369098712446,-0.764440663890917,-2.45530618001171,-0.189066188884295,1.47504954105509,0.555154154821564,0.569370880372634,0.410836909098327
164,"Pink","S South Misc.-Odd","WC",1999,174,174,17,47.16,-122.91,"SC",12.5151653587818,0.35398977382542,601.2,401.8,-33.5617709907838,10.2352941176471,1.63611526807439,2.32584195515831,-0.812398143965162,0.516844074889051,0.0971489619180473,-0.0108570075510521,-1.1746587885445
164,"Pink","S South Misc.-Odd","WC",2001,204,204,114,47.16,-122.91,"SC",11.7017004191876,-0.459475165768839,675.5,466.3,17.6774341079921,1.78947368421053,-0.361495434325224,0.581921545449721,-0.53247592339644,-0.764851720589338,0.444391674496938,0.366028176447717,-0.458467913509678
164,"Pink","S South Misc.-Odd","WC",2003,107,107,186,47.16,-122.91,"SC",13.2963645458221,1.13518896086575,813,594.5,133.341193044483,0.575268817204301,-0.648679924731257,-0.552917839251295,-0.324698605036151,1.74770193332378,1.08700100127483,1.11512399952744,1.15821073251641
164,"Pink","S South Misc.-Odd","WC",2005,143,143,95,47.16,-122.91,"SC",12.2210455238819,0.0598699389255212,765.7,550,76.9215300470468,1.50526315789474,-0.428717084794537,0.408967738659366,-0.587306049074849,0.0534287051424154,0.865943392863237,0.855102438474026,0.369610524269445
164,"Pink","S South Misc.-Odd","WC",2007,1852,1852,129,47.16,-122.91,"SC",10.8361941128969,-1.32498147205947,878.5,657.6,173.201478578285,14.3565891472868,2.61088653201954,2.66420901084445,-0.489188982071379,-2.12854392136942,1.39311671693994,1.48382872992004,1.71535389507249
164,"Pink","S South Misc.-Odd","WC",2009,577,577,1492,47.16,-122.91,"SC",12.0913799405098,-0.0697956444465878,861.4,654.8,159.758485773777,0.386729222520107,-0.693273426941674,-0.950030514255607,3.44415108633243,-0.150872457620885,1.31319948430065,1.46746782270768,1.52745580490525
164,"Pink","S South Misc.-Odd","WC",2011,1573,1573,315,47.16,-122.91,"SC",12.0366941690445,-0.124481415911897,798.8,578.3,73.4142570728227,4.99365079365079,0.396358528667136,1.60816726423264,0.0475690903593673,-0.237035388495986,1.02063698352759,1.0204644649417,0.320587966336448
164,"Pink","S South Misc.-Odd","WC",2013,697,697,1085,47.16,-122.91,"SC",12.6821024119854,0.520926827029012,818.9,552.7,38.850982827287,0.642396313364055,-0.632802887584796,-0.442549855214036,2.26963207837913,0.779870185525506,1.11457478329657,0.87087902757165,-0.162516749637573
164,"Pink","S South Misc.-Odd","WC",2015,91,91,607,47.16,-122.91,"SC",13.5276555716991,1.36647998674275,736.6,512.8,-9.16732517828621,0.1499176276771,-0.749284252655882,-1.89766928454265,0.890221548153873,2.11212419784854,0.729943891705152,0.637736099795666,-0.833687857032926
164,"Pink","S South Misc.-Odd","WC",2017,14,14,86,47.16,-122.91,"SC",12.9859167635441,0.824741178587695,854.2,638.8,109.373894221988,0.162790697674419,-0.746239506132788,-1.81528996663825,-0.613278213869885,1.25856024092357,1.27955012318937,1.3739769243514,0.82321020542366
164,"Pink","S South Misc.-Odd","WC",2019,172,172,14,47.16,-122.91,"SC",12.625431984663,0.464256399706621,982.8,797.2,260.684735027627,12.2857142857143,2.12108192163139,2.50843714719819,-0.821055532230174,0.690580229816658,1.88056510081582,2.29953681807861,2.93814238030694
156,"Pink","Puyallup-Odd","WC",1959,35762,35762,14000,47.26972,-122.4272,"SC",12.247164050738,-0.0662743560799658,295.2,182.1,-20.9204295127874,2.55442857142857,-0.135030901585515,0.937828547537753,-0.525108159702912,-0.14792384545282,-1.3329488853113,-1.29460390560577,-0.997965699780003
156,"Pink","Puyallup-Odd","WC",1961,115338,115338,10000,47.26972,-122.4272,"SC",12.1647284825643,-0.148709924253702,318.2,224.2,26.8582160885894,11.5338,2.93964373597351,2.44528185500473,-0.538363337888927,-0.27959698188101,-1.22545787065027,-1.0486059793058,-0.330144449718376
156,"Pink","Puyallup-Odd","WC",1963,36145,36145,10221,47.26972,-122.4272,"SC",11.6598021586736,-0.653636248144385,344.5,205.1,11.278580937552,3.53634673710987,0.201192953747206,1.26309419910532,-0.537630989294149,-1.08610846963739,-1.10254423214657,-1.16021073921862,-0.547907245023943
156,"Pink","Puyallup-Odd","WC",1965,45313,45313,25131,47.26972,-122.4272,"SC",12.0731655359268,-0.240272870891178,272.9,175.2,-17.7751125688447,1.80307190322709,-0.392306960367225,0.589491823196991,-0.488222312605779,-0.425849147438408,-1.43716843430874,-1.33492185552192,-0.954002346133092
156,"Pink","Puyallup-Odd","WC",1967,24152,24152,22038,47.26972,-122.4272,"SC",11.9149852991104,-0.398453107707573,305.9,220.8,25.6382346910747,1.09592522007442,-0.634444841511699,0.0915989563389524,-0.498471879138115,-0.678508143597354,-1.28294219588204,-1.06847279520651,-0.347196617934645
156,"Pink","Puyallup-Odd","WC",1969,66498,66498,16003,47.26972,-122.4272,"SC",11.6897964080175,-0.623641998800511,324.9,202.8,2.28046936379511,4.15534587264888,0.413147761258219,1.42439566735772,-0.518470629226265,-1.03819909055003,-1.19414527072728,-1.17365005585733,-0.67367745143614
156,"Pink","Puyallup-Odd","WC",1971,32721,32721,40000,47.26972,-122.4272,"SC",11.7714772224426,-0.541961184375357,258.2,158.6,-50.3442287528231,0.818025,-0.729602143471177,-0.200862380499221,-0.438949501493815,-0.907731511328621,-1.50586921324426,-1.43191866256657,-1.40923391684049
156,"Pink","Puyallup-Odd","WC",1973,38204,38204,12194,47.26972,-122.4272,"SC",11.7557787100474,-0.557659696770599,339.2,228.3,8.18300003622602,3.13301623749385,0.0630863983398321,1.14199619468687,-0.531092872653897,-0.932806517301551,-1.12731390074238,-1.024648936602,-0.591175418099382
156,"Pink","Puyallup-Odd","WC",1975,57846,57846,11800,47.26972,-122.4272,"SC",11.535138686498,-0.77829972031999,381.4,279.1,45.5262969845521,4.90220338983051,0.668883241655203,1.58968477543868,-0.53239850770522,-1.28523162415723,-0.93009125645127,-0.727815334320803,-0.0692132122737937
156,"Pink","Puyallup-Odd","WC",1977,111968,111968,29429,47.26972,-122.4272,"SC",12.6400055090586,0.326567102240639,457,319.9,71.1046092155224,3.80468245608074,0.293075223684908,1.33623253345025,-0.473979623644906,0.479556113526562,-0.576772964782843,-0.48941354351228,0.288305093939161
156,"Pink","Puyallup-Odd","WC",1979,37940,37940,29481,47.26972,-122.4272,"SC",12.4531836509705,0.139745244152467,453.5,297.9,32.6075384498225,1.28693056544893,-0.569041678747703,0.252259976458469,-0.473807306328488,0.181148271465384,-0.593130293100825,-0.61796352875217,-0.24978387025952
156,"Pink","Puyallup-Odd","WC",1981,25827,25827,12115,47.26972,-122.4272,"SC",11.7076369126638,-0.60580149415421,597.3,431,148.341946054577,2.13182005777961,-0.279738544973389,0.756976102075438,-0.531354662423071,-1.00970271144715,0.0789222246494375,0.159763881949166,1.36788226047571
156,"Pink","Puyallup-Odd","WC",1983,54789,54789,11600,47.26972,-122.4272,"SC",11.8460661967595,-0.467372210058452,524.2,326.3,25.7214716941774,4.72318965517241,0.607586190507878,1.5524843457657,-0.533061266614521,-0.788591625368599,-0.262712261077573,-0.452017184169766,-0.346033181031742
156,"Pink","Puyallup-Odd","WC",1985,48423,48423,34100,47.26972,-122.4272,"SC",12.230163693428,-0.0832747133899507,437.7,270.3,-48.5060334477533,1.4200293255132,-0.523466619834559,0.350677523169781,-0.458500889318187,-0.175078269410788,-0.666971946650576,-0.779235328416759,-1.38354072543588
156,"Pink","Puyallup-Odd","WC",1987,113178,113178,34400,47.26972,-122.4272,"SC",12.2657570441564,-0.0476813626615948,557.7,364.4,27.286769793309,3.29005813953488,0.116859956665219,1.19090523621229,-0.457506750954236,-0.118225526957266,-0.106149261462596,-0.229391982458866,-0.324154383085007
156,"Pink","Puyallup-Odd","WC",1989,24600,24600,49850,47.26972,-122.4272,"SC",12.6095175743103,0.29607916749231,688.9,486,130.743381846267,0.493480441323972,-0.840731183099035,-0.70627205346953,-0.406308625210753,0.430858177908894,0.507016874342929,0.481138845048891,1.12190008578332
156,"Pink","Puyallup-Odd","WC",1991,14312,14312,14000,47.26972,-122.4272,"SC",13.4799647331238,1.16652632630579,650.2,398.6,25.6305823493315,1.02228571428571,-0.659660138882121,0.0220410165911594,-0.525108159702912,1.82121078947121,0.326151558369806,-0.0295551872223088,-0.347303577777573
156,"Pink","Puyallup-Odd","WC",1993,27926,27926,10069,47.26972,-122.4272,"SC",12.7267109553019,0.413272548483932,690.5,434.9,44.9103454445051,2.77346310457841,-0.0600301145947347,1.02009675758653,-0.538134686065218,0.618049464214689,0.514494510145436,0.18255228842351,-0.0778226134460962
156,"Pink","Puyallup-Odd","WC",1995,3703,3703,17596,47.26972,-122.4272,"SC",12.4049975077311,0.0915591009131358,609.6,402,-4.11073275407784,0.210445555808138,-0.937646673338245,-1.558528301555,-0.513191754513684,0.104181244328156,0.136406549881206,-0.00968837132159859,-0.763009841126806
156,"Pink","Puyallup-Odd","WC",1997,4832,4832,2732,47.26972,-122.4272,"SC",13.2548669179281,0.941428511110069,699.2,501.1,79.8710331213849,1.76866764275256,-0.404087507362799,0.57022651892397,-0.562447996652916,1.46166531672712,0.555154154821564,0.569370880372634,0.410836909098327
156,"Pink","Puyallup-Odd","WC",1999,18875,18875,4653,47.26972,-122.4272,"SC",12.6896610657374,0.376222658919411,601.2,401.8,-33.5617709907838,4.05652267354395,0.379309180650722,1.40032612227258,-0.556082197329082,0.558870213420942,0.0971489619180473,-0.0108570075510521,-1.1746587885445
156,"Pink","Puyallup-Odd","WC",2001,213130,213130,16577,47.26972,-122.4272,"SC",11.8111705382665,-0.502267868551482,675.5,466.3,17.6774341079921,12.856970501297,3.39271763027296,2.55388611573042,-0.516568511156572,-0.844329954142175,0.444391674496938,0.366028176447717,-0.458467913509678
156,"Pink","Puyallup-Odd","WC",2003,323833,323833,191515,47.26972,-122.4272,"SC",13.4064484039942,1.09300999717625,813,594.5,133.341193044483,1.69090149596637,-0.430715829967139,0.525261816277908,0.0631400792196976,1.7037842240987,1.08700100127483,1.11512399952744,1.15821073251641
156,"Pink","Puyallup-Odd","WC",2005,471705,471705,287230,47.26972,-122.4272,"SC",12.3554545640945,0.0420161572765541,765.7,550,76.9215300470468,1.64225533544546,-0.447373022194687,0.49607050164829,0.380319924238302,0.0250470196114016,0.865943392863237,0.855102438474026,0.369610524269445
156,"Pink","Puyallup-Odd","WC",2007,1502355,1502355,417767,47.26972,-122.4272,"SC",10.9832590421041,-1.33017936471391,878.5,657.6,173.201478578285,3.59615527315465,0.221672314730237,1.27986529508614,0.812892722955259,-2.16674096918985,1.39311671693994,1.48382872992004,1.71535389507249
156,"Pink","Puyallup-Odd","WC",2009,993190,993190,1203364,47.26972,-122.4272,"SC",12.2522352139155,-0.0612031929024726,861.4,654.8,159.758485773777,0.825344617256291,-0.727095794144435,-0.19195426198087,3.41619977730495,-0.139823750121247,1.31319948430065,1.46746782270768,1.52745580490525
156,"Pink","Puyallup-Odd","WC",2011,1002599,1002599,792785,47.26972,-122.4272,"SC",12.2336014906565,-0.0798369161614496,798.8,578.3,73.4142570728227,1.26465435143198,-0.576669396434137,0.234798844867919,2.05562532619599,-0.169587125799976,1.02063698352759,1.0204644649417,0.320587966336448
156,"Pink","Puyallup-Odd","WC",2013,829302,829302,746661,47.26972,-122.4272,"SC",12.8390357891719,0.525597382353871,818.9,552.7,38.850982827287,1.11068075070213,-0.629392321282901,0.104973116260282,1.90277986653306,0.797464290873727,1.11457478329657,0.87087902757165,-0.162516749637573
156,"Pink","Puyallup-Odd","WC",2015,110778,110778,626096,47.26972,-122.4272,"SC",13.6416697104772,1.3282313036592,736.6,512.8,-9.16732517828621,0.176934527612379,-0.949121363887761,-1.73197551533341,1.50325222703383,2.07949980252561,0.729943891705152,0.637736099795666,-0.833687857032926
156,"Pink","Puyallup-Odd","WC",2017,613735,613735,92344,47.26972,-122.4272,"SC",13.1297036806742,0.816265273856249,854.2,638.8,109.373894221988,6.64618166854371,1.26604817960971,1.89404250457893,-0.265492239751624,1.26174389470232,1.27955012318937,1.3739769243514,0.82321020542366
156,"Pink","Puyallup-Odd","WC",2019,610026,610026,560549,47.26972,-122.4272,"SC",12.7598340113958,0.446395604577789,982.8,797.2,260.684735027627,1.08826525424182,-0.637067731416342,0.0845849185740131,1.28604293589415,0.670956440906754,1.88056510081582,2.29953681807861,2.93814238030694
157,"Pink","Hood Canal-Odd","WC",1959,44967,44967,30500,47.5644,-122.9956,"SC",11.9889928272792,-0.129124559768248,295.2,182.1,-20.9204295127874,1.47432786885246,-0.355262995042492,0.388202203803202,-0.442722988058602,-0.240589226563736,-1.3329488853113,-1.29460390560577,-0.997965699780003
157,"Pink","Hood Canal-Odd","WC",1961,901739,901739,36800,47.5644,-122.9956,"SC",11.955741746085,-0.162375640962464,318.2,224.2,26.8582160885894,24.503777173913,4.23843627409383,3.19882727603145,-0.394545258960976,-0.292245964827041,-1.22545787065027,-1.0486059793058,-0.330144449718376
157,"Pink","Hood Canal-Odd","WC",1963,221037,221037,503000,47.5644,-122.9956,"SC",11.4511053221566,-0.667012064890846,344.5,205.1,11.278580937552,0.439437375745527,-0.56169327649854,-0.822260061780807,3.1706066942634,-1.07621661278098,-1.10254423214657,-1.16021073921862,-0.547907245023943
157,"Pink","Hood Canal-Odd","WC",1965,501233,501233,160000,47.5644,-122.9956,"SC",11.8796458584922,-0.238471528555322,272.9,175.2,-17.7751125688447,3.13270625,-0.0244651780163201,1.14189724759985,0.547596998948168,-0.410463634963491,-1.43716843430874,-1.33492185552192,-0.954002346133092
157,"Pink","Hood Canal-Odd","WC",1967,60227,60227,269000,47.5644,-122.9956,"SC",11.7018674441746,-0.416249942872854,305.9,220.8,25.6382346910747,0.22389219330855,-0.604688214584576,-1.49659062285197,1.38114818492298,-0.686648729927068,-1.28294219588204,-1.06847279520651,-0.347196617934645
