"Species","BY","Stock.ID","Stock","Ocean.Region2","early_sst_raw","early_sst_anom","early_sst_anom_stnd","lnRS"
"Sockeye",1969,19,"Birkenhead","WC",10.7543314405817,-1.20544374948245,-1.85616538697208,4.01245952195708
"Sockeye",1970,19,"Birkenhead","WC",11.3941969597001,-0.565578230364043,-0.877979277420599,3.64755982254753
"Sockeye",1971,19,"Birkenhead","WC",11.5844058029877,-0.375369387076454,-0.587199976366647,3.12957025363034
"Sockeye",1972,19,"Birkenhead","WC",11.3956468397717,-0.564128350292396,-0.875762792074498,2.98672303091919
"Sockeye",1973,19,"Birkenhead","WC",11.2395490334668,-0.720226156597372,-1.11439528796107,2.03222816291231
"Sockeye",1974,19,"Birkenhead","WC",11.1550068083508,-0.804768381713368,-1.24363811759969,2.14071752020862
"Sockeye",1975,19,"Birkenhead","WC",11.7000818071398,-0.259693382924349,-0.410361786013918,1.81419124107292
"Sockeye",1976,19,"Birkenhead","WC",12.2744210386843,0.314645848620117,0.467651861668362,2.5165540874701
"Sockeye",1977,19,"Birkenhead","WC",11.8867215351568,-0.0730536549073591,-0.125038723617581,3.51820864727233
"Sockeye",1978,19,"Birkenhead","WC",12.0272091206583,0.0674339305942144,0.0897298497717209,2.62712366835003
"Sockeye",1979,19,"Birkenhead","WC",11.8141437767689,-0.145631413295249,-0.235991029994758,2.47043088664091
"Sockeye",1980,19,"Birkenhead","WC",11.3279512280823,-0.631823961981862,-0.979251580036477,1.60480326417871
"Sockeye",1981,19,"Birkenhead","WC",12.8505603585924,0.890785168528321,1.34841737107903,2.28179644155733
"Sockeye",1982,19,"Birkenhead","WC",11.430459849687,-0.529315340377101,-0.822542854894983,3.22307800429863
"Sockeye",1983,19,"Birkenhead","WC",11.7089509785712,-0.250824211492981,-0.396803155273277,3.64689542202394
"Sockeye",1984,19,"Birkenhead","WC",11.8546095381037,-0.105165651960427,-0.174129522431912,3.00822814416051
"Sockeye",1985,19,"Birkenhead","WC",12.027039624459,0.067264434394835,0.0894707346562775,3.75427254746806
"Sockeye",1986,19,"Birkenhead","WC",11.8846488673845,-0.0751263226796105,-0.128207287579778,1.81253626074585
"Sockeye",1987,19,"Birkenhead","WC",12.4149840717695,0.455208881705405,0.682535774572272,2.41350403796895
"Sockeye",1988,19,"Birkenhead","WC",12.3243947104219,0.364619520357735,0.544048463886239,2.50810197111176
"Sockeye",1989,19,"Birkenhead","WC",11.7189592348364,-0.240815955227633,-0.381503163373286,4.29269116153209
"Sockeye",1990,19,"Birkenhead","WC",13.070182580721,1.11040739065691,1.68416199337248,0.899019231479604
"Sockeye",1991,19,"Birkenhead","WC",12.8401952686137,0.880420078549521,1.33257187426982,-0.217215157976973
"Sockeye",1992,19,"Birkenhead","WC",12.5099350202428,0.55015983017871,0.827690804981306,0.0595835182913224
"Sockeye",1993,19,"Birkenhead","WC",12.9279540276095,0.96817883754531,1.46673193833989,1.33803023850002
"Sockeye",1994,19,"Birkenhead","WC",12.0376703617843,0.0778951717201658,0.105722336399494,1.10557877957667
"Sockeye",1995,19,"Birkenhead","WC",12.9424206793405,0.982645489276326,1.48884764445654,2.2261508864902
"Sockeye",1996,19,"Birkenhead","WC",12.9201797095202,0.960404519456084,1.45484705043939,1.04267509548207
"Sockeye",1997,19,"Birkenhead","WC",11.3281194643976,-0.63165572566654,-0.978994390952439,0.273074742900075
"Sockeye",1998,19,"Birkenhead","WC",12.3127364547159,0.35296126465172,0.526226056751477,1.2747658085211
"Sockeye",1999,19,"Birkenhead","WC",11.5436611454963,-0.416114044567897,-0.649487842810012,1.15865942665226
"Sockeye",2000,19,"Birkenhead","WC",11.5603755882808,-0.399399601783302,-0.623935855287212,2.50440608174424
"Sockeye",2001,19,"Birkenhead","WC",12.6575793879373,0.697804197873159,1.05340021628261,1.91078105029371
"Sockeye",2002,19,"Birkenhead","WC",13.1620688282763,1.20229363821217,1.82463190202016,1.77493200812628
"Sockeye",2003,19,"Birkenhead","WC",12.967577038302,1.00780184823786,1.52730510179378,-2.43757647045395
"Sockeye",2004,19,"Birkenhead","WC",12.0542481967381,0.0944730066739904,0.131065486473608,1.47286794723332
"Sockeye",2005,19,"Birkenhead","WC",11.8154922975899,-0.144282892474197,-0.233929496287783,1.15491874871891
"Sockeye",2006,19,"Birkenhead","WC",10.6481098082946,-1.31166538176947,-2.0185503290146,1.1683831569392
"Sockeye",2007,19,"Birkenhead","WC",11.2662703924403,-0.693504797623896,-1.07354535716279,1.51542878311506
"Sockeye",2008,19,"Birkenhead","WC",11.9142061299095,-0.0455690601547039,-0.0830220060255147,2.37220240118282
"Sockeye",2009,19,"Birkenhead","WC",11.8748066856583,-0.0849685044058481,-0.143253395183063,1.41004912803214
"Sockeye",2010,19,"Birkenhead","WC",11.8125014158767,-0.147273774187367,-0.238501767897551,-0.664030629000342
"Sockeye",2011,19,"Birkenhead","WC",12.2688667778804,0.309091587816234,0.459160857535698,-0.0137272010646368
"Sockeye",2012,19,"Birkenhead","WC",12.4263485499791,0.466573359914963,0.699909073171337,2.21720582253201
"Sockeye",2013,19,"Birkenhead","WC",13.3373987430277,1.37762355296356,2.09266523414118,-0.114699856795495
"Sockeye",2014,19,"Birkenhead","WC",13.4115802219936,1.45180503192946,2.20606920754236,-0.523069697521005
"Sockeye",2015,19,"Birkenhead","WC",12.5286993833847,0.568924193320614,0.856376581650878,-2.78340126753785
"Sockeye",1950,13,"Bowron","WC",11.2297064917428,-0.730068698321308,-1.10204630963632,2.32979583078021
"Sockeye",1951,13,"Bowron","WC",11.7735470363072,-0.186228153756915,-0.28674644329062,2.31500038904667
"Sockeye",1952,13,"Bowron","WC",11.2220627239772,-0.737712466086892,-1.11350548255005,1.61276878153884
"Sockeye",1953,13,"Bowron","WC",10.8908667564392,-1.06890843362491,-1.61001871748045,2.57754505563482
"Sockeye",1954,13,"Bowron","WC",11.8710631643023,-0.088712025761842,-0.140554904400089,2.68480055336143
"Sockeye",1955,13,"Bowron","WC",12.3478749820164,0.388099791952307,0.574258684141337,3.07641121748178
"Sockeye",1956,13,"Bowron","WC",13.2062795526058,1.24650436254164,1.86113797011402,2.358533651869
"Sockeye",1957,13,"Bowron","WC",11.9623036384583,0.00252844839413927,-0.00377152712490995,1.87806489606829
"Sockeye",1958,13,"Bowron","WC",11.8328381947109,-0.126936995353238,-0.197859959917595,0.781727098852433
"Sockeye",1959,13,"Bowron","WC",12.305883373533,0.346108183468856,0.511306862828307,1.44297461829691
"Sockeye",1960,13,"Bowron","WC",11.8123912811279,-0.147383908936194,-0.228512999816853,1.61554687424611
"Sockeye",1961,13,"Bowron","WC",12.5906221185412,0.630846928477051,0.938173640358787,2.03456355192346
"Sockeye",1962,13,"Bowron","WC",11.2862903390612,-0.673484851002923,-1.01721849821789,1.89090312329878
"Sockeye",1963,13,"Bowron","WC",10.9103071689606,-1.04946802110355,-1.58087457607948,2.92797821632554
"Sockeye",1964,13,"Bowron","WC",11.7131859234401,-0.246589266624007,-0.377236951482569,3.68550419912671
"Sockeye",1965,13,"Bowron","WC",11.7375418458666,-0.222233344197497,-0.340723711531021,2.72494373543771
"Sockeye",1966,13,"Bowron","WC",11.540483048984,-0.419292141080138,-0.636144882987352,2.96166593404228
"Sockeye",1967,13,"Bowron","WC",11.3890583515167,-0.570716838547394,-0.863153584049496,2.69185709053774
"Sockeye",1968,13,"Bowron","WC",11.3276919786768,-0.632083211387395,-0.955151130158619,3.26218174942225
"Sockeye",1969,13,"Bowron","WC",10.7318995850427,-1.22787560502144,-1.84833473655689,2.18492472543346
"Sockeye",1970,13,"Bowron","WC",11.3774076529912,-0.582367537072956,-0.880619756893106,3.48399129278977
"Sockeye",1971,13,"Bowron","WC",11.5920849187034,-0.367690271360765,-0.558785815323334,2.44843345200555
"Sockeye",1972,13,"Bowron","WC",11.3970979281834,-0.562677261880706,-0.851101033265375,2.15398020537214
"Sockeye",1973,13,"Bowron","WC",11.243363073894,-0.716412116170159,-1.08157301150904,1.66755676616308
"Sockeye",1974,13,"Bowron","WC",11.1267367090498,-0.833038481014356,-1.25641370814379,2.81327686459
"Sockeye",1975,13,"Bowron","WC",11.6381638770839,-0.321611312980246,-0.489706433536753,2.12016851980969
"Sockeye",1976,13,"Bowron","WC",12.2922778470176,0.332502656953439,0.490910104880685,1.8950598661687
"Sockeye",1977,13,"Bowron","WC",11.8755671977997,-0.0842079922644409,-0.133802671700357,2.54018704278419
"Sockeye",1978,13,"Bowron","WC",12.0313435622624,0.0715683721982789,0.0997298414520106,3.18683026216232
"Sockeye",1979,13,"Bowron","WC",11.8230538708823,-0.136721319181807,-0.212528152624899,0.617011611460251
"Sockeye",1980,13,"Bowron","WC",11.316054889134,-0.643720300930118,-0.972596901062726,3.49125241015536
"Sockeye",1981,13,"Bowron","WC",12.8505603585924,0.890785168528321,1.3278606809631,3.38155132573793
"Sockeye",1982,13,"Bowron","WC",11.4281222139086,-0.531652976155516,-0.804590900363315,1.67340809027703
"Sockeye",1983,13,"Bowron","WC",11.7073959500009,-0.252379240063238,-0.385917004153028,2.40393067093147
"Sockeye",1984,13,"Bowron","WC",11.8420831475939,-0.117692042470208,-0.18400036646646,2.33294060799756
"Sockeye",1985,13,"Bowron","WC",12.0379387991769,0.0781636091127776,0.109617106806998,1.8451490247701
"Sockeye",1986,13,"Bowron","WC",11.8831453323364,-0.0766298577276872,-0.122441893000207,2.72029583326488
"Sockeye",1987,13,"Bowron","WC",12.4161183834076,0.456343193343473,0.676565944218386,1.38417196909574
"Sockeye",1988,13,"Bowron","WC",12.346659387861,0.386884197796865,0.572436323226234,0.56663268604894
"Sockeye",1989,13,"Bowron","WC",11.7161757264818,-0.243599463582277,-0.372754781028957,2.24010249163004
"Sockeye",1990,13,"Bowron","WC",13.0729782581329,1.11320306806882,1.66129901243857,1.81581784675287
"Sockeye",1991,13,"Bowron","WC",12.8544159525514,0.894640762487217,1.333640803962,2.98771239525087
"Sockeye",1992,13,"Bowron","WC",12.503628219877,0.543853029812854,0.807756526992181,2.44526209272232
"Sockeye",1993,13,"Bowron","WC",12.9392278535026,0.979452663438432,1.46078677018531,3.54306247709544
"Sockeye",1994,13,"Bowron","WC",11.9836242539542,0.0238490638900929,0.028191325108151,1.77159363234782
"Sockeye",1995,13,"Bowron","WC",12.9424164295197,0.982641239455542,1.46556693162522,0.709972243815684
"Sockeye",1996,13,"Bowron","WC",12.9769259861537,1.01715079608962,1.51730201683103,1.88755527634165
"Sockeye",1997,13,"Bowron","WC",11.250898872103,-0.708876317961108,-1.07027570141685,0.863282149879736
"Sockeye",1998,13,"Bowron","WC",12.3161041736603,0.356328983596162,0.526629400033423,1.79299545420045
"Sockeye",1999,13,"Bowron","WC",11.5436230387007,-0.416152151363465,-0.631437559817137,1.7899368684805
"Sockeye",2000,13,"Bowron","WC",11.5603755882808,-0.399399601783302,-0.606322934638544,1.32504407858884
"Sockeye",2001,13,"Bowron","WC",12.6575793879373,0.697804197873159,1.03855279254805,0.908264420999926
"Sockeye",2002,13,"Bowron","WC",13.1624470778874,1.20267188782328,1.79542640973725,0.532650100764459
"Sockeye",2003,13,"Bowron","WC",12.9817821218124,1.0220069317482,1.5245821043364,0.2295744416445
"Sockeye",2004,13,"Bowron","WC",12.0587879252367,0.0990127351725828,0.140873124512701,2.59244819139219
"Sockeye",2005,13,"Bowron","WC",11.8347712584904,-0.125003931573694,-0.194962002682056,0.958792607905568
"Sockeye",2006,13,"Bowron","WC",10.6489448772612,-1.31083031280291,-1.97269648715264,3.31835113208161
"Sockeye",2007,13,"Bowron","WC",11.2573212725776,-0.702453917486566,-1.06064754422841,2.05173567285916
"Sockeye",2008,13,"Bowron","WC",11.9152426719666,-0.0445325180975572,-0.0743230887439731,1.04508364287874
"Sockeye",2009,13,"Bowron","WC",11.8752462182726,-0.084528971791507,-0.13428386893387,1.9810423728445
"Sockeye",2010,13,"Bowron","WC",11.8036805068543,-0.156094683209758,-0.241571778114989,1.80010872536587
"Sockeye",2011,13,"Bowron","WC",12.2663142340524,0.306539043988268,0.451986691773796,0.952447960473501
"Sockeye",2012,13,"Bowron","WC",12.4263485499791,0.466573359914963,0.691902523150931,1.98329768112693
"Sockeye",2013,13,"Bowron","WC",13.3372294562204,1.37745426615624,2.05745183450323,-1.33760320195029
"Sockeye",2014,13,"Bowron","WC",13.4115802219936,1.45180503192946,2.16891496464951,1.13776943039939
"Sockeye",2015,13,"Bowron","WC",12.4733383655548,0.513563175490684,0.762347418702404,-3.03776108674538
"Sockeye",1950,16,"Chilko","WC",11.2730367477355,-0.686738442328644,-1.06265703207496,3.44704107128214
"Sockeye",1951,16,"Chilko","WC",11.712904265025,-0.246870925039129,-0.387894680617392,2.57029106967123
"Sockeye",1952,16,"Chilko","WC",11.2149629027545,-0.744812287309611,-1.151743046971,2.07378196922912
"Sockeye",1953,16,"Chilko","WC",11.0328447224157,-0.926930467648438,-1.43111464586931,1.88054876443059
"Sockeye",1954,16,"Chilko","WC",11.913856206952,-0.0459189831121313,-0.0796318525273168,3.51291361584181
"Sockeye",1955,16,"Chilko","WC",12.3723062536171,0.412531063553051,0.623636334721035,2.99348471447581
"Sockeye",1956,16,"Chilko","WC",13.2174652877952,1.25769009773105,1.92012101440745,1.88824611584157
"Sockeye",1957,16,"Chilko","WC",11.9457809376079,-0.0139942524562491,-0.0306589107203086,0.508522907182024
"Sockeye",1958,16,"Chilko","WC",11.9827983115672,0.0230231215030255,0.0261262105167847,1.81693227074581
"Sockeye",1959,16,"Chilko","WC",12.2858912811673,0.326116091103179,0.491074670766573,2.0928434422455
"Sockeye",1960,16,"Chilko","WC",11.8737182368356,-0.086056953228538,-0.141204007855745,1.45901364581234
"Sockeye",1961,16,"Chilko","WC",12.4985810252662,0.538805835202011,0.817343436288026,1.53006993385585
"Sockeye",1962,16,"Chilko","WC",11.2860179543878,-0.673757235676289,-1.04274369639727,3.15257064816865
"Sockeye",1963,16,"Chilko","WC",10.9447956609063,-1.01497952915781,-1.56618302317027,3.04863932099119
"Sockeye",1964,16,"Chilko","WC",11.715073419619,-0.244701770445075,-0.384567169953321,2.7410542539468
"Sockeye",1965,16,"Chilko","WC",11.7174050116422,-0.242370178421927,-0.380990478212424,2.03297414744883
"Sockeye",1966,16,"Chilko","WC",11.5250478452573,-0.434727344806785,-0.676068811591908,2.11245001188621
"Sockeye",1967,16,"Chilko","WC",11.3886124202716,-0.571162769792472,-0.885362484270313,3.10337835610073
"Sockeye",1968,16,"Chilko","WC",11.3284663607061,-0.631308829358054,-0.977627302626216,2.61090444728298
"Sockeye",1969,16,"Chilko","WC",10.7518571860042,-1.20791800405991,-1.86215309118939,2.75792145217067
"Sockeye",1970,16,"Chilko","WC",11.3917979691468,-0.567977220917334,-0.880475811885601,2.61281411735547
"Sockeye",1971,16,"Chilko","WC",11.5797838300481,-0.379991360016043,-0.592103116570064,2.17010749857628
"Sockeye",1972,16,"Chilko","WC",11.3909053163205,-0.568869873743623,-0.881845152644866,1.84804365327642
"Sockeye",1973,16,"Chilko","WC",11.2283888756104,-0.731386314453799,-1.13114743429513,2.10575772231608
"Sockeye",1974,16,"Chilko","WC",11.1554875850987,-0.804287604965485,-1.24297893872872,2.30426658372166
"Sockeye",1975,16,"Chilko","WC",11.6775605499371,-0.282214640126972,-0.442112387914525,2.42605837287366
"Sockeye",1976,16,"Chilko","WC",12.2887109037465,0.328935713682317,0.495400007571268,2.00708719688182
"Sockeye",1977,16,"Chilko","WC",11.8775879112825,-0.0821872787816514,-0.135267878165501,2.27951000887928
"Sockeye",1978,16,"Chilko","WC",12.029667144752,0.0698919546878765,0.09802359517651,2.69395024952541
"Sockeye",1979,16,"Chilko","WC",11.8158434367641,-0.143931753300018,-0.229984685335654,2.45428724722507
"Sockeye",1980,16,"Chilko","WC",11.3281349136945,-0.631640276369601,-0.978135746546498,2.71787264519035
"Sockeye",1981,16,"Chilko","WC",12.7021117024476,0.742336512383511,1.12956207697103,2.33702772685057
"Sockeye",1982,16,"Chilko","WC",11.4383896616789,-0.521385528385241,-0.80900356450287,2.41782215611802
"Sockeye",1983,16,"Chilko","WC",11.7265417635349,-0.233233426529233,-0.366974584904847,2.29440583867189
"Sockeye",1984,16,"Chilko","WC",11.8888916168599,-0.0708835732042522,-0.117927850416714,0.870738665731882
"Sockeye",1985,16,"Chilko","WC",12.0321138631621,0.0723386730979439,0.101776892255378,2.79608198731555
"Sockeye",1986,16,"Chilko","WC",11.8897883448952,-0.0699868451688898,-0.116552258235033,3.36746728733792
"Sockeye",1987,16,"Chilko","WC",12.4151764807168,0.455401290652664,0.689399806921725,2.80268302359163
"Sockeye",1988,16,"Chilko","WC",12.316782966791,0.357007776726834,0.538462908389462,2.77169843924324
"Sockeye",1989,16,"Chilko","WC",11.7177269195297,-0.242048270534416,-0.380496667429421,4.2879502184754
"Sockeye",1990,16,"Chilko","WC",13.0709820244525,1.11120683438838,1.69541383022766,1.66361895299972
"Sockeye",1991,16,"Chilko","WC",12.8236513205109,0.863876130446787,1.31600539286983,0.838867969231771
"Sockeye",1992,16,"Chilko","WC",12.5060387406403,0.546263550576165,0.82878366627676,1.76354653241662
"Sockeye",1993,16,"Chilko","WC",12.9353370895264,0.97556189946223,1.48733277932835,2.50949976863093
"Sockeye",1994,16,"Chilko","WC",11.9868173312135,0.0270421411494263,0.0322914376376012,1.72116322125855
"Sockeye",1995,16,"Chilko","WC",12.9436956544935,0.983920464429395,1.50015492402048,1.4529964511956
"Sockeye",1996,16,"Chilko","WC",12.9410283073694,0.981253117305288,1.49606317969549,0.994589799061605
"Sockeye",1997,16,"Chilko","WC",11.2705140086032,-0.689261181460877,-1.06652694590599,0.552569027241302
"Sockeye",1998,16,"Chilko","WC",12.261714540347,0.301939350282808,0.453987243654295,0.137152209665019
"Sockeye",1999,16,"Chilko","WC",11.5437201670497,-0.416055023014497,-0.647425233094967,1.28947338312638
"Sockeye",2000,16,"Chilko","WC",11.6606321509783,-0.299143039085808,-0.468080766662432,0.238081017837578
"Sockeye",2001,16,"Chilko","WC",12.6870931423655,0.727317952301384,1.10652341528724,1.25214346623439
"Sockeye",2002,16,"Chilko","WC",13.1610823483647,1.20130715830062,1.83362887007589,1.75142093399344
"Sockeye",2003,16,"Chilko","WC",12.8980746734011,0.938299483337004,1.4301717603002,0.142177942463204
"Sockeye",2004,16,"Chilko","WC",12.0522764404952,0.0925012504310982,0.132706541656631,2.16047983027575
"Sockeye",2005,16,"Chilko","WC",11.6275215219915,-0.332253668072609,-0.518872891552773,0.243224370229125
"Sockeye",2006,16,"Chilko","WC",10.6760511691791,-1.28372402088502,-1.97844048263565,2.96239733518266
"Sockeye",2007,16,"Chilko","WC",11.2911498941727,-0.668625295891422,-1.03487123566611,1.97952296564653
"Sockeye",2008,16,"Chilko","WC",11.9141810617741,-0.0455941282900411,-0.0791335211092875,2.0585035929302
"Sockeye",2009,16,"Chilko","WC",11.8749587449492,-0.0848164451149113,-0.139301052672987,2.67003014556408
"Sockeye",2010,16,"Chilko","WC",11.824842302406,-0.134932887658091,-0.216180311285909,0.903876535723345
"Sockeye",2011,16,"Chilko","WC",12.2668892216289,0.307114031564747,0.461925270384162,0.650403719059218
"Sockeye",2012,16,"Chilko","WC",12.4263485499791,0.466573359914963,0.706537902893276,0.906723187850788
"Sockeye",2013,16,"Chilko","WC",13.3372294562204,1.37745426615624,2.10384076803898,-0.247441015054455
"Sockeye",2014,16,"Chilko","WC",13.4106795657,1.45090437563591,2.2165141677315,0.898742970633169
"Sockeye",2015,16,"Chilko","WC",12.4753003910962,0.515525201032104,0.781630648145112,-0.683335607788931
"Sockeye",1950,20,"Cultus","WC",11.2451342363556,-0.714640953708478,-1.08028132718748,1.26463164875741
"Sockeye",1951,20,"Cultus","WC",11.7735470363072,-0.186228153756915,-0.287231236484651,2.58355672996813
"Sockeye",1952,20,"Cultus","WC",11.2220627239772,-0.737712466086892,-1.11490740926957,0.85408898126894
"Sockeye",1953,20,"Cultus","WC",10.8908667564392,-1.06890843362491,-1.61197143217082,1.58874843046008
"Sockeye",1954,20,"Cultus","WC",11.9118591820883,-0.0479160079757938,-0.0796502320746984,1.0825418186355
"Sockeye",1955,20,"Cultus","WC",12.3598086408757,0.400033450811653,0.592639233574564,2.38055701902522
"Sockeye",1956,20,"Cultus","WC",13.2306014469692,1.27082625690504,1.89953852503577,0.975961769035586
"Sockeye",1957,20,"Cultus","WC",11.9623036384583,0.00252844839413927,-0.00394241291646218,0.307594380654975
"Sockeye",1958,20,"Cultus","WC",11.8339227780133,-0.125852412050824,-0.196618390920246,1.28645168628709
"Sockeye",1959,20,"Cultus","WC",12.2981677605989,0.338392570534775,0.500127648504972,0.0899664309306807
"Sockeye",1960,20,"Cultus","WC",11.8265651666332,-0.133210023430861,-0.207660807706571,0.302565950701618
"Sockeye",1961,20,"Cultus","WC",12.5906221185412,0.630846928477051,0.939047665419436,-0.920057214669632
"Sockeye",1962,20,"Cultus","WC",11.2787690383692,-0.681006151694882,-1.02980169688689,0.305494411260535
"Sockeye",1963,20,"Cultus","WC",10.9103071689606,-1.04946802110355,-1.58279496083103,1.90661248689405
"Sockeye",1964,20,"Cultus","WC",11.7134577955714,-0.24631739449272,-0.377414096968277,1.85748637128062
"Sockeye",1965,20,"Cultus","WC",11.7372231018564,-0.222552088207678,-0.341746758276519,2.11646486116688
"Sockeye",1966,20,"Cultus","WC",11.540483048984,-0.419292141080138,-0.6370172679797,0.94796427276073
"Sockeye",1967,20,"Cultus","WC",11.3888608856345,-0.570914304429644,-0.864574152309351,1.19798933529879
"Sockeye",1968,20,"Cultus","WC",11.3427294322423,-0.617045757821866,-0.933808949990838,0.500530346885527
"Sockeye",1969,20,"Cultus","WC",10.7318995850427,-1.22787560502144,-1.85055181800997,-0.0396541057633
"Sockeye",1970,20,"Cultus","WC",11.3786873774356,-0.581087812628517,-0.879842710528647,1.11357232918751
"Sockeye",1971,20,"Cultus","WC",11.5899171711542,-0.369858018909991,-0.562825773991584,1.72391800834615
"Sockeye",1972,20,"Cultus","WC",11.3970827384932,-0.562692451570884,-0.852234668564856,1.04672634313718
"Sockeye",1973,20,"Cultus","WC",11.243363073894,-0.716412116170159,-1.08293951516289,-0.185122679073666
"Sockeye",1974,20,"Cultus","WC",11.1267367090498,-0.833038481014356,-1.25797416463866,1.12710672505535
"Sockeye",1975,20,"Cultus","WC",11.6366580554417,-0.323117134622406,-0.492676333010599,2.42130861672853
"Sockeye",1976,20,"Cultus","WC",12.2922778470176,0.332502656953439,0.491287975241307,0.319148076317669
"Sockeye",1977,20,"Cultus","WC",11.8755671977997,-0.0842079922644409,-0.13411780256984,1.49299958132232
"Sockeye",1978,20,"Cultus","WC",12.0277532674957,0.0679780774315838,0.0942854011133449,2.33768115921644
"Sockeye",1979,20,"Cultus","WC",11.820255458174,-0.139519731890071,-0.217130515606046,1.23801914189972
"Sockeye",1980,20,"Cultus","WC",11.316054889134,-0.643720300930118,-0.973842516235628,1.05085893122712
"Sockeye",1981,20,"Cultus","WC",12.8505603585924,0.890785168528321,1.32916699044088,0.28681888724497
"Sockeye",1982,20,"Cultus","WC",11.4282401975806,-0.531534992483507,-0.805473072786747,0.0897415529092638
"Sockeye",1983,20,"Cultus","WC",11.7059590135302,-0.253816176533928,-0.388668384863056,1.57440888304155
"Sockeye",1984,20,"Cultus","WC",11.8438530530143,-0.115922137049779,-0.181714880840618,2.10419794537562
"Sockeye",1985,20,"Cultus","WC",12.0379387991769,0.0781636091127776,0.109572004360593,1.44866876466011
"Sockeye",1986,20,"Cultus","WC",11.8831453323364,-0.0766298577276872,-0.122744421224268,1.08808437808439
"Sockeye",1987,20,"Cultus","WC",12.4161183834076,0.456343193343473,0.677149764785023,0.711274194789745
"Sockeye",1988,20,"Cultus","WC",12.346659387861,0.386884197796865,0.572904631579669,2.09398772079781
"Sockeye",1989,20,"Cultus","WC",11.7161757264818,-0.243599463582277,-0.373334984283557,2.94007439035546
"Sockeye",1990,20,"Cultus","WC",13.0702005912462,1.11042540118209,1.65880644361845,2.59784533035429
"Sockeye",1991,20,"Cultus","WC",12.8544813873535,0.894706197289387,1.33505173095984,-0.148824227263658
"Sockeye",1992,20,"Cultus","WC",12.503628219877,0.543853029812854,0.808485878815178,0.446917609211553
"Sockeye",1993,20,"Cultus","WC",12.9392278535026,0.979452663438432,1.46224053613716,-0.179672548622378
"Sockeye",1994,20,"Cultus","WC",11.9836242539542,0.0238490638900929,0.0280558960844856,-0.591320717785175
"Sockeye",1995,20,"Cultus","WC",12.9424560876325,0.982680897568351,1.46708551977453,0.357264199224063
"Sockeye",1996,20,"Cultus","WC",12.9769259861537,1.01715079608962,1.51881847581064,-0.292620354092363
"Sockeye",1997,20,"Cultus","WC",11.250898872103,-0.708876317961108,-1.07162967283176,2.06421633408277
"Sockeye",1998,20,"Cultus","WC",12.3161041736603,0.356328983596162,0.52704689422824,1.04924485726565
"Sockeye",1999,20,"Cultus","WC",11.5436230387007,-0.416152151363465,-0.632304722920531,-1.46991787628114
"Sockeye",2000,20,"Cultus","WC",11.5603755882808,-0.399399601783302,-0.607162237792862,-2.71787829003847
"Sockeye",2001,20,"Cultus","WC",12.5941853906238,0.634410200559674,0.944395479190378,-1.09861228866811
"Sockeye",2002,20,"Cultus","WC",13.1624470778874,1.20267188782328,1.79725139537684,0.0806412742819408
"Sockeye",2003,20,"Cultus","WC",12.9715327665109,1.01175757644673,1.51072424848047,-0.970057156029815
