"Stock.ID","Stock","BY","Region","Ocean.Region","Sub.Region","Lat","Lon","R","S","ocean_0","ocean_1","ocean_2","ocean_3","ocean_4","DetailFlag","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","Ocean.Region2","early_sst","np_pinks_sec","RS","RS_stnd","lnRS","S_stnd","early_sst_stnd","np_pinks_sec_stnd"
"102","Early Stuart",1962,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,75785,14103,0,0.971867783862242,0.0281322161377581,0,0,1,0,0,0,0,0,0,0.892802005673946,0.0790657781882958,0,0,0,0.0281322161377581,0,0,0,0,0,0,0,0,0,0,"WC",-0.678728115081876,161.512600095361,5.37367935900163,-0.495088232059532,1.68151284317352,-0.453228498023832,-0.996139097853491,-1.15064693098038
"102","Early Stuart",1963,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,92554,2590,0,1,0,0,0,1,0,0,0,0,0,0.0035870951012382,0.976694686345269,0.0197182185534931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-1.04413404537708,174.61614685657,35.7351351351351,3.20645429786482,3.57613438225525,-0.64425730685899,-1.57595577397819,-1.05502921749745
"102","Early Stuart",1964,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,42887,1300,0,0.930724928299951,0.069275071700049,0,0,1,0,0,0,0,0,0.0239466505001516,0.604845291113857,0.301932986685942,0,0,0,0.069275071700049,0,0,0,0,0,0,0,0,0,0,"WC",-0.239568032625112,171.304077123287,32.99,2.87177882880909,3.49620448524049,-0.665661559738113,-0.299291241303876,-1.07919767666074
"102","Early Stuart",1965,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,417211,11241,0,1,0,0,0,1,0,0,0,0,0,0.00103544729165818,0.995306931025309,0.00365762168303329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.216899368471019,220.550681385532,37.1151143136732,3.37469562520539,3.61402428055057,-0.500716073016121,-0.263321191525552,-0.719840948122627
"102","Early Stuart",1966,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,84786,5959,0,1,0,0,0,1,0,0,0,0,0,0.0205930224329488,0.979406977567051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.413958165353661,129.480476210318,14.2282262124518,0.584421327788965,2.65522775306382,-0.588357362711882,-0.576008991959769,-1.38438810806051
"102","Early Stuart",1967,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,339693,11167,0,1,0,0,0,1,0,0,0,0,0,0.00124524202736,0.960108097605779,0.0386466603668607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.565382862820916,202.535509822398,30.419360616101,2.55837715667713,3.41507926807314,-0.501943913878954,-0.816285784122725,-0.851299212381953
"102","Early Stuart",1968,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,10423,795,0,1,0,0,0,1,0,0,0,0,0,0.00105535834212799,0.998944641657872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.611711782095388,126.09442710448,13.1106918238994,0.448176178729567,2.57342806708499,-0.674040744004747,-0.88979931456946,-1.40909640110065
"102","Early Stuart",1969,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1375594,48796,0,0.996864627208319,0.00313537279168127,0,0,1,0,0,0,0,0,0.000471069225367369,0.993157137934594,0.00323642004835729,0,0,5.52488597653087e-05,0.00308012393191596,0,0,0,0,0,0,0,0,0,0,"WC",-1.22051772086191,158.467364387891,28.1907123534716,2.28666962100457,3.33899257452905,0.122413164871863,-1.85583682670126,-1.17286827919023
"102","Early Stuart",1970,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,182136,15806,0,0.992423244169192,0.00757675583080775,0,0,1,0,0,0,0,0,0.00665436816444854,0.9785654675627,0.00720340844204331,0,0,0,0.00757675583080775,0,0,0,0,0,0,0,0,0,0,"WC",-0.575407004121751,133.759542353953,11.5232190307478,0.25463809207539,2.44436404598694,-0.42497156573457,-0.832191832186475,-1.35316339249664
"102","Early Stuart",1971,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,431210,45610,0,0.999081653950511,0.000918346049488648,0,0,1,0,0,0,0,0,0.000721226316643863,0.982143271259943,0.0162171563739245,0,0,0,0.000918346049488648,0,0,0,0,0,0,0,0,0,0,"WC",-0.362535361166733,228.075834713044,9.45428634071476,0.00240241536162177,2.24646821969689,0.0695496379936545,-0.494412616726919,-0.664929253762509
"102","Early Stuart",1972,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,32232,2253,0,1,0,0,0,1,0,0,0,0,0,0.000775626706378754,0.999224373293621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.557343286154229,198.853666662888,14.306258322237,0.593934678373983,2.66069708643894,-0.64984896051811,-0.803528791874235,-0.878165940202343
"102","Early Stuart",1973,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1352082,153876,0,0.999198273477496,0.000801726522503813,0,0,1,0,0,0,0,0,0.00339550411883303,0.992880609312157,0.00292216004650606,0,0,4.95532075717301e-05,0.000752173314932083,0,0,0,0,0,0,0,0,0,0,"WC",-0.711171642893601,278.124980667053,8.78682835529907,-0.0789712887904659,2.17325382238631,1.86594719009538,-1.04761964838084,-0.299716309122021
"102","Early Stuart",1974,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,145244,21610,0,0.996715871223596,0.00328412877640384,0,0,1,0,0,0,0,0,0.00855112775742888,0.972893888904189,0.0152708545619785,0,0,0,0.00328412877640384,0,0,0,0,0,0,0,0,0,0,"WC",-0.826029857920489,232.37684592772,6.72114761684405,-0.330810501080389,1.90525891627052,-0.328669020222604,-1.22987369228402,-0.633544403118163
"102","Early Stuart",1975,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,223085,26252,0,0.999659322679696,0.00034067732030392,0,0,1,0,0,0,0,0,0.000672389447968263,0.986202568527691,0.0127843647040366,0,0,0,0.00034067732030392,0,0,0,0,0,0,0,0,0,0,"WC",-0.317559804102197,319.661584697975,8.49782873685814,-0.114204921415945,2.13981068814265,-0.251646894745943,-0.423046566419666,0.00337988121934292
"102","Early Stuart",1976,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,31877,6792,0,1,0,0,0,1,0,0,0,0,0,0.00134893496878627,0.903472723280108,0.0951783417511058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.337836632679916,244.155411256411,4.69331566548881,-0.578035346516862,1.54613929759919,-0.57453585678296,0.616919542537503,-0.547595193689406
"102","Early Stuart",1977,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,761694,53363,0,1,0,0,0,1,0,0,0,0,0,0.00075095773368308,0.987886211523263,0.0113628307430543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.0788740165379633,297.660116845387,14.2738226861308,0.58998026039688,2.65842727831471,0.198190857041598,-0.0443061341779263,-0.157166731668726
"102","Early Stuart",1978,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,72852,20004,0,1,0,0,0,1,0,0,0,0,0,0.00277274474276616,0.98103003349256,0.0161972217646736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.0769023479247564,222.58541504063,3.64187162567486,-0.706223034877517,1.29249773237964,-0.355316485434909,0.202875770583705,-0.704993320744125
"102","Early Stuart",1979,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,107936,36170,0,0.998091461606878,0.00190853839312185,0,0,1,0,0,0,0,0,0.000315001482359917,0.832039356655796,0.165737103468722,0,0,0,0.00190853839312185,0,0,0,0,0,0,0,0,0,0,"WC",-0.132354970477269,430.638933458842,2.98413049488526,-0.786412100489189,1.09330841291523,-0.087083034238074,-0.129168328187791,0.813191188820765
"102","Early Stuart",1980,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,63501,7361,0,1,0,0,0,1,0,0,0,0,0,0.000157477834994724,0.597628383804979,0.402214138360026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.63838632520364,308.724526672581,8.62668115745143,-0.098495769706405,2.15485986072957,-0.565094756094416,-0.932125789429014,-0.0764287766712103
"102","Early Stuart",1981,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,350141,71485,0,1,0,0,0,1,0,0,0,0,0,0.000131375645811259,0.946161689148086,0.0537069352061027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.896119144254799,326.247271022451,4.89810449744702,-0.553068343065641,1.58884829302004,0.498879128883059,1.50278778758319,0.051436203643916
"102","Early Stuart",1982,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,27816,2158,0,1,0,0,0,1,0,0,0,0,0,0.00046735691688237,0.963330457290768,0.0362021857923497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.526319000429039,261.639279098562,12.8897126969416,0.421235321786117,2.55642952786962,-0.651425242706882,-0.754300257970064,-0.420013898611868
"102","Early Stuart",1983,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,188896,13121,0,0.995955446383195,0.00404455361680501,0,0,1,0,0,0,0,0,0.00223932746061325,0.935753006945621,0.0579631119769609,0,0,2.11756733864137e-05,0.0040233779434186,0,0,0,0,0,0,0,0,0,0,"WC",-0.247931639448689,269.485909475562,14.3964636841704,0.604932141278452,2.6669825989347,-0.469522278122514,-0.312562396221758,-0.362756358430801
"102","Early Stuart",1984,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,242040,21868,0,0.990096678235002,0.00990332176499752,0,0,1,0,0,0,0,0,0.000991571641051066,0.8670756899686,0.122029416625351,0,0,4.95785820525533e-05,0.00985374318294497,0,0,0,0,0,0,0,0,0,0,"WC",-0.11041844520661,213.437028903291,11.0682275471008,0.199167420975463,2.40407862072137,-0.32438816964678,-0.0943600174472307,-0.771749885241673
"102","Early Stuart",1985,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1208877,118124,0,0.999564058212705,0.000435941787295151,0,0,1,0,0,0,0,0,0.00199689463857779,0.976012447916537,0.0215547156575896,0,0,0,0.000435941787295151,0,0,0,0,0,0,0,0,0,0,"WC",0.0834301038986591,363.631519377324,10.2339660018286,0.0974577199099133,2.32571218829692,1.2727341289059,0.213233844871891,0.324232295657164
"102","Early Stuart",1986,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,145942,15160,0,0.999979443888668,2.0556111331899e-05,0,0,1,0,0,0,0,0,0.000383714078195448,0.878979320552,0.120616409258473,0,0,0,2.0556111331899e-05,0,0,0,0,0,0,0,0,0,0,"WC",-0.0712849261478349,302.923079009257,9.62678100263852,0.0234322477913846,2.26454890229137,-0.435690284618224,-0.0322639618977466,-0.118762441790042
"102","Early Stuart",1987,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,525920,75524,0,1,0,0,0,1,0,0,0,0,0,1.52114390021296e-05,0.940916869485853,0.0590679190751445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.461677169069951,486.011930646703,6.96361421534876,-0.301249980890946,1.94069862337962,0.565896010572037,0.813426501582094,1.21725273614729
"102","Early Stuart",1988,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,379932,88071,0,0.998254950885948,0.00174504911405199,0,0,1,0,0,0,0,0,8.68576482107324e-05,0.840524093785204,0.157643999452534,0,0,0,0,0.00174504911405199,0,0,0,0,0,0,0,0,0,"WC",0.391117948568629,277.421865084422,4.31392853493204,-0.62428864904018,1.46184898198182,0.774081406598678,0.701464956053879,-0.30484700431093
"102","Early Stuart",1989,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1138789,211041,0,0.999395849450601,0.000604150549399406,0,0,1,0,0,0,0,0,0.000368812835389172,0.958692962436413,0.0403340741787987,0,0,0,0.000604150549399406,0,0,0,0,0,0,0,0,0,0,"WC",-0.237445774860876,398.478784524905,5.39605574272298,-0.492360196334855,1.68566826867076,2.81445425663423,-0.295923697592297,0.57851580189143
"102","Early Stuart",1990,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,166086,47065,0,1,0,0,0,1,0,0,0,0,0,1.20419541683224e-05,0.945070626061197,0.0549173319846345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",1.1185370437953,453.743194979444,3.52886433655583,-0.720000413997605,1.2609761014934,0.0936916441480152,1.85571475600438,0.981784982437877
"102","Early Stuart",1991,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,144459,85456,0,0.99880935075004,0.0011906492499602,0,0,1,0,0,0,0,0,0.00355810299116012,0.894316034307312,0.100935213451568,0,0,0,0.0011906492499602,0,0,0,0,0,0,0,0,0,0,"WC",0.900045904688316,433.307661011763,1.69044888597641,-0.944132386725309,0.524994106669886,0.730692165297198,1.50901866944288,0.832665124478746
"102","Early Stuart",1992,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,100376,36565,0,1,0,0,0,1,0,0,0,0,0,9.96254084641747e-05,0.804943412767992,0.194956961823543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.549187005539331,424.209061888146,2.74513879392862,-0.815548975608509,1.00983163613448,-0.0805290188215981,0.952284845968844,0.766271860124289
"102","Early Stuart",1993,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1814783,386806,0,1,0,0,0,1,0,0,0,0,0,0.000466722467644892,0.910393143422657,0.089140134109698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.984786639164909,401.781967867524,4.69171367558931,-0.5782306544688,1.54579790497124,5.7308251925251,1.64348307443185,0.602619416293842
"102","Early Stuart",1994,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,29030,14499,0,1,0,0,0,1,0,0,0,0,0,0.000206682741991044,0.964174991388219,0.0356183258697899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.0291830396165705,443.479901009659,2.00220704876198,-0.90612412693992,0.694250096505482,-0.446657890163263,0.127156006791504,0.906892839106189
"102","Early Stuart",1995,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,189600,57342,0,1,0,0,0,1,0,0,0,0,0,0.000105485232067511,0.899762658227848,0.100131856540084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.987975215182019,501.021116695717,3.30647692790625,-0.747112962793212,1.19588325030882,0.264212192085036,1.64854262435847,1.32677606425072
"102","Early Stuart",1996,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,464146,41063,0,1,0,0,0,1,0,0,0,0,0,0,0.773907348118911,0.226092651881089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",1.0224847718161,381.8192568,11.3032657136595,0.227822297608764,2.4250916851743,-0.00589620529423423,1.70330149596721,0.456949787911426
"102","Early Stuart",1997,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,147572,73416,0,0.998637952999214,0.00136204700078606,0,0,1,0,0,0,0,0,6.77635323774158e-06,0.74030981487003,0.258321361775947,0,0,0,0.00136204700078606,0,0,0,0,0,0,0,0,0,0,"WC",-0.702091482548423,401.79112943187,2.01007954669282,-0.905164344704095,0.69817429675696,0.530919138425375,-1.03321148487411,0.602686269020861
"102","Early Stuart",1998,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,28692,9332,0,1,0,0,0,1,0,0,0,0,0,6.97058413495051e-05,0.848354942144152,0.151575352014499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.36166295932264,382.85902642904,3.07458208315474,-0.775384618692949,1.123168984105,-0.532391048788405,0.654726541200839,0.464537076779816
"102","Early Stuart",1999,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,30566,8189,0,1,0,0,0,1,0,0,0,0,0,0,0.848230059543283,0.151769940456717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.410818175636988,466.3283391,3.73256807913054,-0.695165700135242,1.31709648981759,-0.551356212385955,-0.57102653751762,1.07361986703744
"102","Early Stuart",2000,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,135874,35333,0,1,0,0,0,1,0,0,0,0,0,0,0.974851700840485,0.0251482991595154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.394065626056824,361.2705607,3.84552684459287,-0.681394236817753,1.34691061427149,-0.100970909943366,-0.544444025278867,0.307004176090206
"102","Early Stuart",2001,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,252006,82852,0,1,0,0,0,1,0,0,0,0,0,1.98407974413308e-05,0.858229565962715,0.141750593239843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.703138173599636,594.454376217117,3.04164051561821,-0.779400717727787,1.11239701315851,0.687485440880734,1.19657057630203,2.00856663603241
"102","Early Stuart",2002,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,24585,12921,0,0.999227171039252,0.000772828960748424,0,0,1,0,0,0,0,0,0,0.824323774659345,0.174903396379906,0,0,0,0,0.000772828960748424,0,0,0,0,0,0,0,0,0,"WC",1.2078651358263,344.186590600752,1.90271650801022,-0.918253600264033,0.643282606123819,-0.472840766940982,1.99745826127298,0.182340969412719
"102","Early Stuart",2003,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,10031,6932,0,0.998803708503639,0.00119629149636128,0,0,1,0,0,0,0,0,0,0.840494467151829,0.158309241351809,0,0,0,0.00119629149636128,0,0,0,0,0,0,0,0,0,0,"WC",1.02480370503919,548.510144939996,1.44705712637046,-0.973805698711975,0.369531926047989,-0.572212914610031,1.70698111920837,1.67330760864801
"102","Early Stuart",2004,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,37464,5181,0,1,0,0,0,1,0,0,0,0,0,0,0.864483237241085,0.135516762758915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",0.0998069824004679,328.1716624,7.23103647944412,-0.268646969648786,1.97838238404859,-0.601266284215726,0.239220251963165,0.0654786538843517
"102","Early Stuart",2005,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,85031,51153,0,0.988004374875046,0.0119956251249544,0,0,1,0,0,0,0,0,0.000576260422669379,0.895191165574908,0.0922369488774682,0,0,0,0.0119956251249544,0,0,0,0,0,0,0,0,0,0,"WC",-0.133999116198752,653.785811168066,1.66228764686333,-0.947565687982041,0.50819475417952,0.161521555597518,-0.131777216080018,2.44151324591249
"102","Early Stuart",2006,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,108697,15914,0,1,0,0,0,1,0,0,0,0,0,0,0.88417343624939,0.115826563750609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-1.31420214589762,407.2142707,6.8302752293578,-0.317506116011137,1.92136496989492,-0.423179581772597,-2.00449284847128,0.642259399670385
"102","Early Stuart",2007,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,12675,2376,0,1,0,0,0,1,0,0,0,0,0,0,0.988402366863905,0.0115976331360947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.697119941760089,653.762543,5.33459595959596,-0.49985311771524,1.67421314797685,-0.647808089894751,-1.02532277257877,2.44134345607864
"102","Early Stuart",2008,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,193084,14446,0,0.999321538812123,0.000678461187876779,0,0,1,0,0,0,0,0,5.17909303722732e-06,0.951870688405047,0.0474456713140395,0,0,0,0.000678461187876779,0,0,0,0,0,0,0,0,0,0,"WC",-0.0392256784125637,435.669029129544,13.3659144399834,0.479291859578314,2.59270776775037,-0.447537289700158,0.0186068229466756,0.849896231768119
"102","Early Stuart",2009,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,190933,21884,0,1,0,0,0,1,0,0,0,0,0,1.57123179335159e-05,0.90517092383192,0.0948133638501464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.0791949960650295,577.81334987029,8.7247760921221,-0.0865364428766603,2.16616680496517,-0.324122690541302,-0.0448154561868419,1.88713562820763
"102","Early Stuart",2010,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,136281,34198,0,1,0,0,0,1,0,0,0,0,0,0.000388902341485607,0.805380060316552,0.194231037341963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.150867742178397,355.708691836755,3.98505760570794,-0.664383226202573,1.38255176777331,-0.119803333988177,-0.158543915346247,0.2664187381865
"102","Early Stuart",2011,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,2868,233,0,0.871687587168759,0.128312412831241,0,0,1,0,0,0,0,0,0.00244072524407252,0.787308228730823,0.0819386331938633,0,0,0,0.128312412831241,0,0,0,0,0,0,0,0,0,0,"WC",0.332407408927097,533.034164679323,12.3090128755365,0.350438812491584,2.51033174815381,-0.683365697584645,0.60830459075565,1.56037804282901
"103","Bowron",1950,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,75548,7352,0,1,0,0,0,1,0,0,0,0,0,0.00728013977868375,0.865211521152115,0.127508339069201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.724734722594831,178.486045627199,10.2758433079434,-0.10114972402937,2.32979583078021,0.763090959760839,-1.06915465338782,-1.02586386494919
"103","Bowron",1951,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,103821,10254,0,1,0,0,0,1,0,0,0,0,0,0.00364088190250527,0.996359118097495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.180894178030438,293.341081021874,10.1249268578116,-0.117489717828502,2.31500038904667,1.4715156782658,-0.206465215343409,-0.190609311004097
"103","Bowron",1952,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,43304,8632,0,1,0,0,0,1,0,0,0,0,0,0.000184740439682246,0.854239793090708,0.14557546646961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-0.732378490360414,260.765337995492,5.01668211306766,-0.670568506659365,1.61276878153884,1.07555947791602,-1.08127989447942,-0.42750826469326
"103","Bowron",1953,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,75579,5741,0,1,0,0,0,1,0,0,0,0,0,3.96935656730044e-05,0.934108680982813,0.0658516254515143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC",-1.06357445789843,362.019624879832,13.1647796551123,0.211640577873392,2.57754505563482,0.369820035738961,-1.60665312377184,0.308838243198093
