"Stock.ID","Stock","BY","Species","Region","Sub.Region","S","R","UseFlag","R2","R3","R4","R5","R6","R7","Lat","Lon","Ocean.Region2"
308,"Skagit",1987,"Chum","Inside WA","Inside WA",42853,33928,1,0,0.0408217401556237,0.678937750530535,0.280240509313841,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1988,"Chum","Inside WA","Inside WA",119791,203829,1,0,0.0558752679942501,0.847735111294271,0.0963896207114787,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1989,"Chum","Inside WA","Inside WA",13904,32751,1,0,0.0167628469359714,0.517877316723154,0.465359836340875,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1990,"Chum","Inside WA","Inside WA",110567,304243,1,0,0.0345348948044819,0.878597042495637,0.0868680626998813,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1991,"Chum","Inside WA","Inside WA",22000,27208,1,0,0.398596001176125,0.529145839458983,0.0722581593648927,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1992,"Chum","Inside WA","Inside WA",95940,144439,1,0,0.198388246941615,0.778536267905483,0.0230824084907816,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1993,"Chum","Inside WA","Inside WA",16673,17449,1,0,0.160353028826867,0.590750186257092,0.248954094790532,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1994,"Chum","Inside WA","Inside WA",121775,130375,1,0,0.0254036433365292,0.928928092042186,0.0456682646212848,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1995,"Chum","Inside WA","Inside WA",38666,49278,1,0,0.417387069280409,0.570274767644791,0.0123381630748001,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1996,"Chum","Inside WA","Inside WA",74474,56906,1,0,0.257178504902822,0.693072786700875,0.0497311355568833,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1997,"Chum","Inside WA","Inside WA",14392,53817,1,0,0.0263485515729231,0.762491406061282,0.211160042365795,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1998,"Chum","Inside WA","Inside WA",120850,432486,1,0,0.122364654578414,0.868485916307117,0.00914942911446845,0,0,48.3875,-122.3656,"WC"
308,"Skagit",1999,"Chum","Inside WA","Inside WA",34311,56377,1,0,0.328875250545435,0.482430778508966,0.188693970945598,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2000,"Chum","Inside WA","Inside WA",22321,164513,1,0,0.0319792356835022,0.898828663996158,0.0691921003203394,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2001,"Chum","Inside WA","Inside WA",72980,44931,1,0,0.268322539004251,0.668246867418931,0.0634305935768178,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2002,"Chum","Inside WA","Inside WA",209478,220263,1,0,0.0513477070592882,0.913739484162115,0.0349128087785965,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2003,"Chum","Inside WA","Inside WA",17629,33463,1,0,0.264680393270179,0.709888533604279,0.0254310731255416,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2004,"Chum","Inside WA","Inside WA",149700,32088,1,0,0.18455497382199,0.766953378209923,0.0485228122662678,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2005,"Chum","Inside WA","Inside WA",34000,29396,1,0,0.139712886106953,0.781773030344264,0.0785140835487821,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2006,"Chum","Inside WA","Inside WA",104983,49716,1,0,0.0916606323919865,0.860447340896291,0.0479121409606565,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2007,"Chum","Inside WA","Inside WA",19450,19838,1,0,0.0490976912995262,0.630355882649461,0.320546426051013,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2008,"Chum","Inside WA","Inside WA",21789,35479,1,0,0.0209701513571408,0.91803602130838,0.0609938273344795,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2009,"Chum","Inside WA","Inside WA",26395,14014,1,0,0.172684458398744,0.351648351648352,0.475667189952904,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2010,"Chum","Inside WA","Inside WA",39535,63827,1,0,0.0414244755354317,0.917276387735598,0.0412834693781628,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2011,"Chum","Inside WA","Inside WA",15280,4698,1,0,0.185185185185185,0.443167305236271,0.371647509578544,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2012,"Chum","Inside WA","Inside WA",36408,36945,1,0,0.0930031127351468,0.897983488970091,0.00898633103261605,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2013,"Chum","Inside WA","Inside WA",8545,2556,1,0,0.146322378716745,0.679186228482003,0.174100156494523,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2014,"Chum","Inside WA","Inside WA",63360,22171,1,0,0.224933471652158,0.772044562717063,0.00302196563077895,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2015,"Chum","Inside WA","Inside WA",7964,3263,1,0,0.545816733067729,0.365307998774134,0.0888752681581367,0,0,48.3875,-122.3656,"WC"
308,"Skagit",2016,"Chum","Inside WA","Inside WA",33709,15328,1,0,0.134981732776618,0.718619519832985,0.146398747390397,0,0,48.3875,-122.3656,"WC"
309,"Bellingham",1968,"Chum","Inside WA","Inside WA",10684,39806,1,0,0.0883535145455459,0.703311058634377,0.208335426820077,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1969,"Chum","Inside WA","Inside WA",26459,34028,1,0,0.0890149288820971,0.895321499941225,0.015663571176678,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1970,"Chum","Inside WA","Inside WA",33404,21582,1,0,0.226485033824483,0.749837827819479,0.0236771383560374,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1971,"Chum","Inside WA","Inside WA",9208,11130,1,0,0.411859838274933,0.583647798742138,0.00440251572327044,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1972,"Chum","Inside WA","Inside WA",26727,31884,1,0,0.225097227449504,0.710732655877556,0.0642014803663279,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1973,"Chum","Inside WA","Inside WA",25825,46831,1,0,0.0405073562383891,0.94913625589887,0.0103777412397771,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1974,"Chum","Inside WA","Inside WA",9589,36832,1,0,0.162413119026933,0.79759448305821,0.0399923979148566,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1975,"Chum","Inside WA","Inside WA",5976,29864,1,0,0.084583444950442,0.883706134476293,0.0317104205732655,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1976,"Chum","Inside WA","Inside WA",4847,13524,1,0,0.208740017746229,0.728039041703638,0.0632209405501331,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1977,"Chum","Inside WA","Inside WA",21233,88463,1,0,0.234730904445927,0.726235827408069,0.0390332681460045,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1978,"Chum","Inside WA","Inside WA",14622,106136,1,0,0.118574282053215,0.797118790985151,0.0843163488354564,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1979,"Chum","Inside WA","Inside WA",27333,51454,1,0,0.258580479651728,0.690130990787888,0.051288529560384,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1980,"Chum","Inside WA","Inside WA",25242,92712,1,0,0.286489343342825,0.693470100957805,0.0200297696091121,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1981,"Chum","Inside WA","Inside WA",61938,175640,1,0,0.302539284900934,0.655568207697563,0.0418982008654065,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1982,"Chum","Inside WA","Inside WA",44172,85474,1,0,0.299178697615649,0.630273533472167,0.0705477689121838,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1983,"Chum","Inside WA","Inside WA",20899,68014,1,0,0.130649572146911,0.791057723409886,0.0782927044432029,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1984,"Chum","Inside WA","Inside WA",45960,108304,1,0,0.170658516767617,0.777182744866302,0.0521587383660807,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1985,"Chum","Inside WA","Inside WA",40349,37118,1,0,0.105716902850369,0.707823697397489,0.186459399752142,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1986,"Chum","Inside WA","Inside WA",20298,81131,1,0,0.0260073214924012,0.667217216600313,0.306763136162503,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1987,"Chum","Inside WA","Inside WA",15836,44407,1,0,0.0153129011191929,0.817100907514581,0.167586191366226,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1988,"Chum","Inside WA","Inside WA",35206,72740,1,0,0.0594308496013198,0.849642562551553,0.0909265878471267,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1989,"Chum","Inside WA","Inside WA",11668,66438,1,0,0.172898040278154,0.550603570245944,0.276498389475902,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1990,"Chum","Inside WA","Inside WA",31087,156864,1,0,0.0489787331701346,0.856907894736842,0.0941133720930233,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1991,"Chum","Inside WA","Inside WA",31303,61102,1,0,0.390265457759157,0.568868449477922,0.0408824588393179,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1992,"Chum","Inside WA","Inside WA",43283,69604,1,0,0.410723521636688,0.559048330555715,0.0302425147980001,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1993,"Chum","Inside WA","Inside WA",25304,52196,1,0,0.192486014253966,0.680875929189976,0.126638056556058,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1994,"Chum","Inside WA","Inside WA",92157,75757,1,0,0.078289795002442,0.84158559605053,0.080124608947028,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1995,"Chum","Inside WA","Inside WA",35856,102156,1,0,0.354839656995184,0.639277183914797,0.00587337013978621,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1996,"Chum","Inside WA","Inside WA",36010,24435,1,0,0.565377532228361,0.408471454880295,0.026110087988541,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1997,"Chum","Inside WA","Inside WA",15123,64917,1,0,0.0941663970916709,0.808124220158048,0.0976939784648089,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1998,"Chum","Inside WA","Inside WA",62682,101600,1,0,0.298494094488189,0.642982283464567,0.0585236220472441,0,0,48.775,-122.5978,"WC"
309,"Bellingham",1999,"Chum","Inside WA","Inside WA",30393,128994,1,0,0.0668713273485588,0.835031086717212,0.098105338232786,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2000,"Chum","Inside WA","Inside WA",4604,58629,1,0,0.171621552474032,0.719029831653277,0.109331559467158,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2001,"Chum","Inside WA","Inside WA",45410,56840,1,0,0.270443349753695,0.70856790992259,0.0209887403237157,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2002,"Chum","Inside WA","Inside WA",62263,63997,1,0,0.15213213119365,0.782036657968342,0.065831210838008,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2003,"Chum","Inside WA","Inside WA",104127,50098,1,0,0.197153578985189,0.729510160086231,0.0733562218052617,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2004,"Chum","Inside WA","Inside WA",40758,23998,1,0,0.249062421868489,0.686765563796983,0.0641720143345279,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2005,"Chum","Inside WA","Inside WA",38997,31355,1,0,0.196523680433743,0.728400574071121,0.0751076383351938,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2006,"Chum","Inside WA","Inside WA",26976,51062,1,0,0.103031608632643,0.659492381810348,0.237495593592104,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2007,"Chum","Inside WA","Inside WA",20798,128878,1,0,0.0420242399788948,0.852829808035506,0.105145951985599,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2008,"Chum","Inside WA","Inside WA",15332,42596,1,0,0.628274955394873,0.303244436097286,0.0684806085078411,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2009,"Chum","Inside WA","Inside WA",24088,64931,1,0,0.144014415302398,0.81180021869369,0.0441853660039118,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2010,"Chum","Inside WA","Inside WA",25567,90989,1,0,0.0342678785347679,0.814450098363538,0.151282023101694,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2011,"Chum","Inside WA","Inside WA",97704,63842,1,0,0.0374518342157201,0.855314683123962,0.107233482660318,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2012,"Chum","Inside WA","Inside WA",18993,105156,1,0,0.242335197230781,0.723972003499563,0.0337023089505116,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2013,"Chum","Inside WA","Inside WA",40036,40143,1,0,0.320479286550582,0.670951348927584,0.00856936452183444,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2014,"Chum","Inside WA","Inside WA",47811,25837,1,0,0.426713627743159,0.556372643882804,0.016875024190115,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2015,"Chum","Inside WA","Inside WA",54805,20240,1,0,0.36699604743083,0.63300395256917,0,0,0,48.775,-122.5978,"WC"
309,"Bellingham",2016,"Chum","Inside WA","Inside WA",50126,39371,1,0,0.202509461278606,0.751441416270859,0.0460745218561886,0,0,48.775,-122.5978,"WC"
310,"Fraser",1967,"Chum","Fraser River","BC South",213873,268774.16,1,0,0.21,0.69,0.1,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1968,"Chum","Fraser River","BC South",670528,1865063.01,1,0,0.08,0.709999999946383,0.21,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1969,"Chum","Fraser River","BC South",309245,1861495.941,1,0,0.0505050504969111,0.858585858716089,0.0909090908944399,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1970,"Chum","Fraser River","BC South",284275,435789.36,1,0,0.11,0.85,0.04,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1971,"Chum","Fraser River","BC South",290150,385428.82,1,0,0.38,0.58,0.04,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1972,"Chum","Fraser River","BC South",423290,1162286.265,1,0,0.24242424236167,0.747474747281815,0.0101010100984029,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1973,"Chum","Fraser River","BC South",267105,736699.04,1,0,0.22,0.74,0.04,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1974,"Chum","Fraser River","BC South",350390,1446851.74,1,0,0.13,0.840000000276462,0.03,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1975,"Chum","Fraser River","BC South",191445,344975.01,1,0,0.6,0.38,0.02,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1976,"Chum","Fraser River","BC South",340542,902606,1,0,0.14,0.82,0.04,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1977,"Chum","Fraser River","BC South",599366,755062.82,1,0,0.4,0.53,0.07,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1978,"Chum","Fraser River","BC South",359065,641220.95,1,0,0.11,0.71,0.18,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1979,"Chum","Fraser River","BC South",255634,387245.8755,1,0,0.313131313131313,0.636363636363636,0.0505050505050505,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1980,"Chum","Fraser River","BC South",312141,329015.65,1,0,0.24,0.64,0.12,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1981,"Chum","Fraser River","BC South",435316,1338996.76,1,0,0.17171717174282,0.747474747437029,0.0808080808201508,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1982,"Chum","Fraser River","BC South",320291,1799067.18,1,0,0.34,0.629999999777663,0.03,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1983,"Chum","Fraser River","BC South",364991,623636.8281,1,0,0.272727272727273,0.525252525252525,0.202020202020202,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1984,"Chum","Fraser River","BC South",433266,987083.92,1,0,0.05,0.75,0.2,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1985,"Chum","Fraser River","BC South",1295255,695229.0147,1,0,0.0909090909090909,0.777777777777778,0.131313131313131,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1986,"Chum","Fraser River","BC South",972927,2040923.63,1,0,0.06,0.72000000019599,0.22,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1987,"Chum","Fraser River","BC South",398343,606706.7688,1,0,0.0303030303030303,0.838383838383838,0.131313131313131,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1988,"Chum","Fraser River","BC South",585317,1270880.612,1,0,0.111111111119854,0.656565656617319,0.232323232341513,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1989,"Chum","Fraser River","BC South",585552,1341783.204,1,0,0.0303030303098055,0.606060606196111,0.363636363717667,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1990,"Chum","Fraser River","BC South",988875,1645552.03,1,0,0.03,0.73999999987846,0.23,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1991,"Chum","Fraser River","BC South",859274,1286122.43,1,0,0.14,0.8,0.06,0,0,49.12333,-123.0569,"WC"
310,"Fraser",1992,"Chum","Fraser River","BC South",741618,988585.03,1,0,0.37,0.6,0.03,0,0,49.12333,-123.0569,"WC"
311,"BC South (no Fraser)",1953,"Chum","BC South","BC South",800625,1206646,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1954,"Chum","BC South","BC South",988200,1834771,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1955,"Chum","BC South","BC South",495250,1382516,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1956,"Chum","BC South","BC South",439676,827371,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1957,"Chum","BC South","BC South",920575,678383,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1958,"Chum","BC South","BC South",1002950,661769,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1959,"Chum","BC South","BC South",680950,644399,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1960,"Chum","BC South","BC South",406145,601146,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1961,"Chum","BC South","BC South",461354,214411,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1962,"Chum","BC South","BC South",499277,547665,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1963,"Chum","BC South","BC South",442075,550498,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1964,"Chum","BC South","BC South",532525,1321900,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1965,"Chum","BC South","BC South",197725,972557,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1966,"Chum","BC South","BC South",519925,1327912,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1967,"Chum","BC South","BC South",461082,350578,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1968,"Chum","BC South","BC South",928273,2663833,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1969,"Chum","BC South","BC South",604105,3017923,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1970,"Chum","BC South","BC South",746606,1010218,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1971,"Chum","BC South","BC South",281664,647204,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1972,"Chum","BC South","BC South",1338569,1083731,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1973,"Chum","BC South","BC South",1158806,846011,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1974,"Chum","BC South","BC South",792812,1727652,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1975,"Chum","BC South","BC South",371076,921301,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1976,"Chum","BC South","BC South",538672,2546175,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1977,"Chum","BC South","BC South",758139,1715022,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1978,"Chum","BC South","BC South",954590,3070728,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1979,"Chum","BC South","BC South",887186,820011,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1980,"Chum","BC South","BC South",2025387,1074140,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1981,"Chum","BC South","BC South",1647057,1795562,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1982,"Chum","BC South","BC South",2106443,2093398,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1983,"Chum","BC South","BC South",670553,1197368,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1984,"Chum","BC South","BC South",910224,1912493,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1985,"Chum","BC South","BC South",1379098,722309,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1986,"Chum","BC South","BC South",1089814,1675906,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1987,"Chum","BC South","BC South",795028,1300771,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1988,"Chum","BC South","BC South",996321,2474945,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1989,"Chum","BC South","BC South",376046,2417552,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1990,"Chum","BC South","BC South",815806,2109257,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1991,"Chum","BC South","BC South",737044,723913,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1992,"Chum","BC South","BC South",1015857,566438,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1993,"Chum","BC South","BC South",1016491,636736,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1994,"Chum","BC South","BC South",1006121,2795920,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1995,"Chum","BC South","BC South",497815,444384,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1996,"Chum","BC South","BC South",477539,410824,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1997,"Chum","BC South","BC South",571584,1106716,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1998,"Chum","BC South","BC South",1016990,1943871,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",1999,"Chum","BC South","BC South",406796,1169365,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",2000,"Chum","BC South","BC South",283075,1890621,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",2001,"Chum","BC South","BC South",876998,974858,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
311,"BC South (no Fraser)",2002,"Chum","BC South","BC South",1027156,918498,1,0,0,1,0,0,0,50.28778,-125.2008,"WC"
359,"Smith Inlet",1968,"Chum","WC","BC Central",498.3649127,2054.230408,1,0,1,0,0,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1968,"Chum","WC","BC Central",54674.92924,100695.0104,1,0,0.17724333181061,0.700809462551086,0.121947205737614,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1969,"Chum","WC","BC Central",7800.191789,189817.6387,1,0,0.355758308303094,0.621627563213386,0.0226141284835191,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1970,"Chum","WC","BC Central",54233.00992,155748.6941,1,0,0.724980165339313,0.264837227485941,0.0101826071940079,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1971,"Chum","WC","BC Central",25774.64767,56852.56303,1,0,0.694283921538796,0.268052820274055,0.037663258081612,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1972,"Chum","WC","BC Central",101977.9538,44052.07119,1,0,0.331045589822584,0.467077155606494,0.20187725445742,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1973,"Chum","WC","BC Central",150165.3386,111453.9438,1,0,0.176662034726491,0.766735031497378,0.0566029338568816,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1974,"Chum","WC","BC Central",61635.02704,143791.4935,1,0,0.568710519930722,0.42158797321345,0.0097015068488735,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1975,"Chum","WC","BC Central",23533.37396,78260.01063,1,0,0.741250867499403,0.17128507077996,0.0874640617589704,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1976,"Chum","WC","BC Central",25774.64767,85592.26561,1,0,0.14986789283565,0.768461380958181,0.0816707261594358,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1977,"Chum","WC","BC Central",103098.5907,138746.1998,1,0,0.453648189433149,0.484135431001549,0.0622163796085462,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1978,"Chum","WC","BC Central",75249.4405,151441.0817,1,0,0.424451400230589,0.547733311719999,0.0278152878315052,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1979,"Chum","WC","BC Central",17418.85197,121982.4117,1,0,0.650727786028844,0.331831087743611,0.0174411263751067,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1980,"Chum","WC","BC Central",113991.5901,63001.34643,1,0,0.61482025202489,0.324495693956552,0.0606840539391945,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1981,"Chum","WC","BC Central",118200.5103,66041.22784,1,0,0.29622884128376,0.556283658732169,0.147487500044639,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1982,"Chum","WC","BC Central",154327.0758,133893.0469,1,0,0.262565176862817,0.699035696303958,0.0383991269079112,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1983,"Chum","WC","BC Central",77689.65294,144927.0324,1,0,0.618004572347815,0.340892149393104,0.0411032784729814,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1984,"Chum","WC","BC Central",33671.362,107229.6562,1,0,0.440895021726275,0.533823851148373,0.0252811272092841,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1985,"Chum","WC","BC Central",54014.47654,86483.1883,1,0,0.633380815933679,0.301208123359624,0.0654110607066969,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1986,"Chum","WC","BC Central",136412.0892,82904.22384,1,0,0.300680611015778,0.655681984007342,0.0436374050492528,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1987,"Chum","WC","BC Central",80481.50677,89204.64908,1,0,0.58313099907326,0.389704221456257,0.0271647794592726,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1988,"Chum","WC","BC Central",92675.67446,58716.71696,1,0,0.566558218891263,0.396569155694838,0.036872625362806,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1989,"Chum","WC","BC Central",31989.36658,45670.60128,1,0,0.487896471811023,0.455529095236821,0.0565744329959476,0,0,51.31,-127.43,"WC"
359,"Smith Inlet",1990,"Chum","WC","BC Central",70550.02526,49406.64488,1,0,0.402950034521753,0.502526075192985,0.0945238901030998,0,0,51.31,-127.43,"WC"
