"","Competitor index","Parameter","Era","Region","Posterior_Mean","Lower_2.5_CI","Lower_10_CI","Posterior_Median","Upper_90_CI","Upper_97.5_CI"
"1","all_spp_numbers_np","SST effect","All","West Coast",-0.20114331868475,-0.326160479500304,-0.283109145018006,-0.200843073227812,-0.11861602760498,-0.069234328077889
"2","all_spp_numbers_np","SST effect","All","Southeast Alaska",-0.034920251589479,-0.273040490025167,-0.160086273518928,-0.0283415654040808,0.0818159311561716,0.159837256944612
"3","all_spp_numbers_np","SST effect","All","Gulf of Alaska",0.29534240727645,0.0449103251449237,0.143464697973229,0.292070757815588,0.44996358949222,0.572185310715159
"4","all_spp_numbers_np","SST effect","All","Bering Sea",0.482940230380331,-0.114696052764559,0.185886941258348,0.476462605994634,0.788690574062081,1.17543595950459
"5","all_spp_numbers_np","Competitor effect","All","West Coast",-0.0192772521794632,-0.244809483439156,-0.165466539754145,-0.0223430278387728,0.128137374618782,0.223358245599146
"6","all_spp_numbers_np","Competitor effect","All","Southeast Alaska",0.149316137000053,-0.0708366068338889,0.0258640173546042,0.155796427108567,0.263001639460989,0.332315105358352
"7","all_spp_numbers_np","Competitor effect","All","Gulf of Alaska",0.0187754123287061,-0.205311169836471,-0.107363705031963,0.0220651220901194,0.136680012444292,0.21717087723451
"8","all_spp_numbers_np","Competitor effect","All","Bering Sea",0.14553836149226,-0.604518407865482,-0.21030697463054,0.143129659645938,0.492525782084813,0.926944594217321
"9","all_spp_numbers_np","SST x Competitor effect","All","West Coast",-0.203049918687283,-0.324061957338814,-0.2812717818268,-0.203108354708781,-0.125703863072416,-0.0802159975525963
"10","all_spp_numbers_np","SST x Competitor effect","All","Southeast Alaska",-0.14274436945919,-0.252528144225454,-0.210537093207636,-0.142808963750898,-0.0747620243826652,-0.0330507456925259
"11","all_spp_numbers_np","SST x Competitor effect","All","Gulf of Alaska",-0.124373612141414,-0.316901610703713,-0.238580629781306,-0.126361347331827,-0.00419091090355462,0.0729473503878541
"12","all_spp_numbers_np","SST x Competitor effect","All","Bering Sea",-0.187209157711882,-0.800765476279678,-0.471852859491346,-0.190505627990324,0.122009733506047,0.437966554684665
"13","pink_biomass_np","SST effect","All","West Coast",-0.201688101411285,-0.324367366076404,-0.280526922356611,-0.202351735785403,-0.121608158760032,-0.0781510599416197
"14","pink_biomass_np","SST effect","All","Southeast Alaska",-0.0254905165195033,-0.258877402633311,-0.151870364792026,-0.0207294895807341,0.094265898476754,0.173684560491883
