"","Model","Competitor index","Parameter","Era","Region","Posterior_Mean","Lower_2.5_CI","Lower_10_CI","Posterior_Median","Upper_90_CI","Upper_97.5_CI"
"18","1","2","SST x Competitor effect","All","Bering Sea",-0.0164561653685114,-0.113657795331438,-0.0764126490464189,-0.0175783836499747,0.0448459740830921,0.089318599725523
"19","1","3","SST effect","All","West Coast",-0.163788115730689,-0.24886749687896,-0.21598825750553,-0.16364880780803,-0.112681424179751,-0.0802340094363026
"20","1","3","SST effect","All","Gulf of Alaska",0.00657072331184117,-0.139551532574151,-0.0740963954027969,0.00854099280206936,0.0858559369535066,0.136958220253546
"21","1","3","SST effect","All","Bering Sea",0.0511634958094516,-0.0697799975443155,-0.0165697770544012,0.0530364530296519,0.11656304120114,0.161688038186435
"22","1","3","Competitor effect","All","West Coast",-0.0252219207773703,-0.0935819423656261,-0.0698485314223355,-0.0253814929929899,0.0200759825989509,0.046127023718039
"23","1","3","Competitor effect","All","Gulf of Alaska",-0.0304124949555576,-0.191354620052597,-0.129342396690945,-0.0309611577627586,0.0635422791900278,0.133363336939916
"24","1","3","Competitor effect","All","Bering Sea",-0.0975866227761092,-0.237124281106578,-0.171361514936359,-0.0950834236028153,-0.0259367330591074,0.0211386576447942
"25","1","3","SST x Competitor effect","All","West Coast",-0.0497040540072668,-0.10237011155759,-0.0826524232165951,-0.0494402360125992,-0.0168490203268009,0.000214290728007605
"26","1","3","SST x Competitor effect","All","Gulf of Alaska",0.0876662925230064,-0.0928104158850408,-0.0253396645102334,0.0838117244979176,0.205128644837726,0.290893767389076
"27","1","3","SST x Competitor effect","All","Bering Sea",-0.104862219147799,-0.241668107664427,-0.174158253222378,-0.103043536765899,-0.0380654117129408,0.00942761355128775
"28","1","4","SST effect","All","West Coast",-0.146427765144014,-0.225800814431734,-0.193759562795371,-0.146889275658687,-0.0979356696778983,-0.0674161795021906
"29","1","4","SST effect","All","Gulf of Alaska",-0.00662147858864029,-0.15620877978123,-0.0920102650686781,-0.00491110818877876,0.0765728554400578,0.134961271145207
"30","1","4","SST effect","All","Bering Sea",0.0119614408492085,-0.145636260777485,-0.0662488348320194,0.016848074771067,0.0875142562355447,0.143905769184344
"31","1","4","Competitor effect","All","West Coast",-0.0921663377645369,-0.165145096832533,-0.139610263457197,-0.091870928793904,-0.0453657432783839,-0.0165625333871622
"32","1","4","Competitor effect","All","Gulf of Alaska",0.097824790114468,-0.0808170000801506,-0.0137297786581554,0.0907531691056718,0.208599133410935,0.328561883926278
"33","1","4","Competitor effect","All","Bering Sea",-0.0584140480783863,-0.311735845694899,-0.185655499426522,-0.0504629602044407,0.0543365888131436,0.142405032387204
"34","1","4","SST x Competitor effect","All","West Coast",-0.0879160675756593,-0.143477769850204,-0.122725188838861,-0.0873328020904823,-0.0536372746960539,-0.035309244714899
"35","1","4","SST x Competitor effect","All","Gulf of Alaska",0.0805754744430333,-0.0562328122236547,-0.00209489459716739,0.0790691974716793,0.163499462287671,0.221813617875563
"36","1","4","SST x Competitor effect","All","Bering Sea",-0.0412709906051083,-0.13523766640231,-0.0953919096797287,-0.0405598898371263,0.0129449182045503,0.046169221834916
