"Stock.ID","Stock","BY","Region","Ocean.Region","Sub.Region","Lat","Lon","R","S","ocean_0","ocean_1","ocean_2","ocean_3","ocean_4","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","Ocean.Region2"
102,"Early Stuart",1965,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,417211,11242,0,1,0,0,0,0,0,0,0,0,0.00103544729165818,0.995306931025309,0.00365762168303329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1966,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,84786,5959,0,1,0,0,0,0,0,0,0,0,0.0205930224329488,0.979406977567051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1967,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,339693,11167,0,1,0,0,0,0,0,0,0,0,0.00124524202736,0.960108097605779,0.0386466603668607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1968,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,10423,793,0,1,0,0,0,0,0,0,0,0,0.00105535834212799,0.998944641657872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1969,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1375594,48687,0,0.996864627208319,0.00313537279168127,0,0,0,0,0,0,0,0.000471069225367369,0.993157137934594,0.00323642004835729,0,0,5.52488597653087e-05,0.00308012393191596,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1970,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,182136,15806,0,0.992423244169192,0.00757675583080775,0,0,0,0,0,0,0,0.00665436816444854,0.9785654675627,0.00720340844204331,0,0,0,0.00757675583080775,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1971,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,431210,45612,0,0.999081653950511,0.000918346049488648,0,0,0,0,0,0,0,0.000721226316643863,0.982143271259943,0.0162171563739245,0,0,0,0.000918346049488648,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1972,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,32232,2253,0,1,0,0,0,0,0,0,0,0,0.000775626706378754,0.999224373293621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1973,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1352082,153870,0,0.999198273477496,0.000801726522503813,0,0,0,0,0,0,0,0.00339550411883303,0.992880609312157,0.00292216004650606,0,0,4.95532075717301e-05,0.000752173314932083,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1974,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,145244,21603,0,0.996715871223596,0.00328412877640384,0,0,0,0,0,0,0,0.00855112775742888,0.972893888904189,0.0152708545619785,0,0,0,0.00328412877640384,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1975,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,223085,26248,0,0.999659322679696,0.00034067732030392,0,0,0,0,0,0,0,0.000672389447968263,0.986202568527691,0.0127843647040366,0,0,0,0.00034067732030392,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1976,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,31877,6792,0,1,0,0,0,0,0,0,0,0,0.00134893496878627,0.903472723280108,0.0951783417511058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1977,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,761694,53381,0,1,0,0,0,0,0,0,0,0,0.00075095773368308,0.987886211523263,0.0113628307430543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1978,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,72852,20005,0,1,0,0,0,0,0,0,0,0,0.00277274474276616,0.98103003349256,0.0161972217646736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1979,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,107936,36172,0,0.998091461606878,0.00190853839312185,0,0,0,0,0,0,0,0.000315001482359917,0.832039356655796,0.165737103468722,0,0,0,0.00190853839312185,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1980,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,63501,7361,0,1,0,0,0,0,0,0,0,0,0.000157477834994724,0.597628383804979,0.402214138360026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1981,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,350141,67227,0,1,0,0,0,0,0,0,0,0,0.000131375645811259,0.946161689148086,0.0537069352061027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1982,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,27816,2158,0,1,0,0,0,0,0,0,0,0,0.00046735691688237,0.963330457290768,0.0362021857923497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1983,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,188896,13121,0,0.995955446383195,0.00404455361680501,0,0,0,0,0,0,0,0.00223932746061325,0.935753006945621,0.0579631119769609,0,0,2.11756733864137e-05,0.0040233779434186,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1984,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,242040,21868,0,0.990096678235002,0.00990332176499752,0,0,0,0,0,0,0,0.000991571641051066,0.8670756899686,0.122029416625351,0,0,4.95785820525533e-05,0.00985374318294497,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1985,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1208877,116610,0,0.999564058212705,0.000435941787295151,0,0,0,0,0,0,0,0.00199689463857779,0.976012447916537,0.0215547156575896,0,0,0,0.000435941787295151,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1986,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,145942,15219,0,0.999979443888668,2.0556111331899e-05,0,0,0,0,0,0,0,0.000383714078195448,0.878979320552,0.120616409258473,0,0,0,2.0556111331899e-05,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1987,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,525920,75970,0,1,0,0,0,0,0,0,0,0,1.52114390021296e-05,0.940916869485853,0.0590679190751445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1988,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,379932,88069,0,0.998254950885948,0.00174504911405199,0,0,0,0,0,0,0,8.68576482107324e-05,0.840524093785204,0.157643999452534,0,0,0,0,0.00174504911405199,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1989,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1138789,211039,0,0.999395849450601,0.000604150549399406,0,0,0,0,0,0,0,0.000368812835389172,0.958692962436413,0.0403340741787987,0,0,0,0.000604150549399406,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1990,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,166086,47063,0,1,0,0,0,0,0,0,0,0,1.20419541683224e-05,0.945070626061197,0.0549173319846345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1991,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,144459,85454,0,0.99880935075004,0.0011906492499602,0,0,0,0,0,0,0,0.00355810299116012,0.894316034307312,0.100935213451568,0,0,0,0.0011906492499602,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1992,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,100376,36564,0,1,0,0,0,0,0,0,0,0,9.96254084641747e-05,0.804943412767992,0.194956961823543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1993,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,1814783,386816,0,1,0,0,0,0,0,0,0,0,0.000466722467644892,0.910393143422657,0.089140134109698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1994,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,29030,14498,0,1,0,0,0,0,0,0,0,0,0.000206682741991044,0.964174991388219,0.0356183258697899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1995,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,189600,57322,0,1,0,0,0,0,0,0,0,0,0.000105485232067511,0.899762658227848,0.100131856540084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1996,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,464146,41063,0,1,0,0,0,0,0,0,0,0,0,0.773907348118911,0.226092651881089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1997,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,147572,73417,0,0.998637952999214,0.00136204700078606,0,0,0,0,0,0,0,6.77635323774158e-06,0.74030981487003,0.258321361775947,0,0,0,0.00136204700078606,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1998,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,28692,9375,0,1,0,0,0,0,0,0,0,0,6.97058413495051e-05,0.848354942144152,0.151575352014499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",1999,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,30566,8189,0,1,0,0,0,0,0,0,0,0,0,0.848230059543283,0.151769940456717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2000,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,135874,35334,0,1,0,0,0,0,0,0,0,0,0,0.974851700840485,0.0251482991595154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2001,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,252006,82849,0,1,0,0,0,0,0,0,0,0,1.98407974413308e-05,0.858229565962715,0.141750593239843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2002,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,24585,12939,0,0.999227171039252,0.000772828960748424,0,0,0,0,0,0,0,0,0.824323774659345,0.174903396379906,0,0,0,0,0.000772828960748424,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2003,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,10031,6932,0,0.998803708503639,0.00119629149636128,0,0,0,0,0,0,0,0,0.840494467151829,0.158309241351809,0,0,0,0.00119629149636128,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2004,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,37464,5253,0,1,0,0,0,0,0,0,0,0,0,0.864483237241085,0.135516762758915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2005,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,85031,51183,0,0.988004374875046,0.0119956251249544,0,0,0,0,0,0,0,0.000576260422669379,0.895191165574908,0.0922369488774682,0,0,0,0.0119956251249544,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2006,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,106616,15914,0,1,0,0,0,0,0,0,0,0,0,0.900549636077137,0.0994503639228634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2007,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,10697,2376,0,1,0,0,0,0,0,0,0,0,0,0.98635131345237,0.0136486865476302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2008,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,193080,14446,0,0.999326703956909,0.000673296043090947,0,0,0,0,0,0,0,5.17920033146882e-06,0.951890408120986,0.0474311166355915,0,0,0,0.000673296043090947,0,0,0,0,0,0,0,0,0,0,"WC"
102,"Early Stuart",2009,"Fraser River","WC","Fraser Early Stuart",49.12,-123.06,202893,21884,0,1,0,0,0,0,0,0,0,0,1.47861187916784e-05,0.851567082156605,0.148418131724604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1950,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,75548,7298,0,1,0,0,0,0,0,0,0,0,0.00728013977868375,0.865211521152115,0.127508339069201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1951,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,103821,10039,0,1,0,0,0,0,0,0,0,0,0.00364088190250527,0.996359118097495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1952,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,43304,8568,0,1,0,0,0,0,0,0,0,0,0.000184740439682246,0.854239793090708,0.14557546646961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1953,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,75579,5734,0,1,0,0,0,0,0,0,0,0,3.96935656730044e-05,0.934108680982813,0.0658516254515143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1954,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,66916,4566,0,1,0,0,0,0,0,0,0,0,0.00974355908900711,0.941045489867894,0.0492109510430988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1955,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,96955,4471,0,1,0,0,0,0,0,0,0,0,0.000443504718683926,0.955319478108401,0.0442370171729153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1956,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,38484,3639,0,0.980823199251637,0.019176800748363,0,0,0,0,0,0,0,0,0.716817378650868,0.264005820600769,0,0,0,0.019176800748363,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1957,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,41966,6416,0,1,0,0,0,0,0,0,0,0,0,0.97717199637802,0.0228280036219797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1958,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,18155,8297,0,1,0,0,0,0,0,0,0,0,0.00236849352795373,0.988432938584412,0.00919856788763426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1959,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,61865,14614,0,1,0,0,0,0,0,0,0,0,0.000177806514184111,0.91253535924998,0.0872868342358361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1960,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,17733,3506,0,1,0,0,0,0,0,0,0,0,0.000225568149777251,0.974341622962838,0.0254328088873851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1961,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,28148,3675,0,1,0,0,0,0,0,0,0,0,0,0.953353701861589,0.0466462981384113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1962,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,21327,3219,0,1,0,0,0,0,0,0,0,0,0.000281333520889014,0.882543255028837,0.117175411450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1963,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,214316,11468,0,1,0,0,0,0,0,0,0,0,0.000130648201720823,0.956405494690084,0.0434638571081954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1964,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,27507,690,0,1,0,0,0,0,0,0,0,0,0,0.92398298614898,0.0760170138510197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1965,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,17849,1170,0,1,0,0,0,0,0,0,0,0,0.00280127738248641,0.939548434085943,0.0576502885315704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1966,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,22249,1151,0,1,0,0,0,0,0,0,0,0,0,0.952672030203605,0.0473279697963953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1967,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,206494,13991,0,1,0,0,0,0,0,0,0,0,0.00060050170949277,0.938802095944676,0.0605974023458309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1968,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,44642,1710,0,0.975381927333005,0.0246180726669952,0,0,0,0,0,0,0,0,0.83761928229022,0.137762645042785,0,0,0,0.0246180726669952,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1969,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,17211,1936,0,1,0,0,0,0,0,0,0,0,0,0.929812329324269,0.0701876706757306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1970,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,16197,497,0,1,0,0,0,0,0,0,0,0,0.0229054763227758,0.977094523677224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1971,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,124507,10761,0,1,0,0,0,0,0,0,0,0,0,0.997221039780896,0.00277896021910415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1972,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,16971,1969,0,1,0,0,0,0,0,0,0,0,0,0.993459430793707,0.00654056920629309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1973,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,10662,2012,0,1,0,0,0,0,0,0,0,0,0,0.988369911836428,0.0116300881635716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1974,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,17431,1046,0,1,0,0,0,0,0,0,0,0,0,0.900808903677356,0.0991910963226436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1975,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,122780,14735,0,0.997703208991692,0.00229679100830754,0,0,0,0,0,0,0,0.000993647173806809,0.991545854373676,0.00516370744420915,0,0,0,0.00229679100830754,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1976,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,7112,1069,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1977,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,15396,1214,0,1,0,0,0,0,0,0,0,0,0,0.38159262146012,0.61840737853988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1978,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,40627,1678,0,1,0,0,0,0,0,0,0,0,0,0.982179338863318,0.0178206611366825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1979,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,29984,16178,0,1,0,0,0,0,0,0,0,0,0,0.524079509071505,0.475920490928495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1980,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,45170,1376,0,1,0,0,0,0,0,0,0,0,0,0.871839716626079,0.128160283373921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1981,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,16532,562,0,1,0,0,0,0,0,0,0,0,0,0.890636341640455,0.109363658359545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1982,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,5277,990,0,1,0,0,0,0,0,0,0,0,0,0.581011938601478,0.418988061398522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1983,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,38556,3484,0,0.989443925718436,0.0105560742815645,0,0,0,0,0,0,0,0.000440917107583774,0.949190787426082,0.0398122211847702,0,0,0,0.0105560742815645,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1984,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,50603,4909,0,1,0,0,0,0,0,0,0,0,0.000237140090508468,0.883583977234551,0.11617888267494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1985,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,19177,3030,0,1,0,0,0,0,0,0,0,0,0,0.857746258538875,0.142253741461125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1986,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,21198,1396,0,1,0,0,0,0,0,0,0,0,0,0.969997169544297,0.0300028304557034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1987,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,22592,5660,0,1,0,0,0,0,0,0,0,0,0.00584277620396601,0.804311260623229,0.189845963172805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1988,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,13050,7405,0,1,0,0,0,0,0,0,0,0,0,0.894176245210728,0.105823754789272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1989,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,12842,1367,0,1,0,0,0,0,0,0,0,0,0,0.385064631677309,0.614935368322691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1990,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,31130,5065,0,1,0,0,0,0,0,0,0,0,0,0.605428846771603,0.394571153228397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1991,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,48807,2460,0,0.998606757227447,0.00139324277255312,0,0,0,0,0,0,0,0.0023357305304567,0.974081586657652,0.0221894400393386,0,0,0,0.00139324277255312,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1992,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,12883,1117,0,1,0,0,0,0,0,0,0,0,0.0010867034075914,0.819374369323915,0.179538927268493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1993,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,20467,592,0,1,0,0,0,0,0,0,0,0,0,0.828699858308497,0.171300141691503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
103,"Bowron",1994,"Fraser River","WC","Fraser Early Summer",49.12,-123.06,10849,1845,0,1,0,0,0,0,0,0,0,0,0,0.621531938427505,0.378468061572495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WC"
