"Stock","Species","BY","R","S","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","R4.4","Logrs","Stock.ID","Lat","Lon","detailFlag","ocean_0","ocean_1","ocean_2","ocean_3","ocean_4","Ocean.Region2"
"Birkenhead","Sockeye",1950,242740,41370,0,0,0,0,0,0.0542391035676032,0.757678998104968,0.127008321661037,0,0,0.0154733459668781,0.0391076872373733,0.00649254346214056,0,0,0,0,0,0,0,0,0,0,1.7694349312049,22,49.12,-123.06,1,0,0.938926423333608,0.061073576666392,0,0,"WC"
"Birkenhead","Sockeye",1951,216719,13589,0,0,0,0,0,0.143785270327013,0.495558765036753,0.306405991168287,0,0,0.00634000710597594,0.0408870472824256,0.0070229190795454,0,0,0,0,0,0,0,0,0,0,2.76934094157903,22,49.12,-123.06,1,0,0.945750026532053,0.054249973467947,0,0,"WC"
"Birkenhead","Sockeye",1952,244678,24744,0,0,0,0,0,0.0609045357571993,0.738877218221499,0.135500535397543,0,0,0.0126983218760984,0.0490154407016569,0.00300394804600332,0,0,0,0,0,0,0,0,0,0,2.29136002501671,22,49.12,-123.06,1,0,0.935282289376241,0.0647177106237586,0,0,"WC"
"Birkenhead","Sockeye",1953,156143,16287,0,0,0,0,0,0.0525479848600321,0.65456664724003,0.106767514393857,0,0,0.0245608192490217,0.155453654662713,0.00610337959434621,0,0,0,0,0,0,0,0,0,0,2.26040501044247,22,49.12,-123.06,1,0,0.813882146493919,0.186117853506081,0,0,"WC"
"Birkenhead","Sockeye",1954,175704,8635,0,0,0,0,0,0.0721156035150025,0.729761416928471,0.10215476027865,0,0,0.030198515685471,0.0587806765924509,0.00698902699995447,0,0,0,0,0,0,0,0,0,0,3.01297704941381,22,49.12,-123.06,1,0,0.904031780722124,0.0959682192778764,0,0,"WC"
"Birkenhead","Sockeye",1955,280383,8185,0,0,0,0,0,0.12518590642086,0.788778206952633,0.0256541944411751,0,0,0.0125613892425718,0.0277834248153419,0.0200368781274186,0,0,0,0,0,0,0,0,0,0,3.53385331482465,22,49.12,-123.06,1,0,0.939618307814668,0.0603816921853322,0,0,"WC"
"Birkenhead","Sockeye",1956,279109,27156,0,0,0,0,0,0.0734480077675747,0.749266415629736,0.150733226087299,0,0,0.00671422275885048,0.0137580658452433,0.0060800619112963,0,0,0,0,0,0,0,0,0,0,2.3300043700896,22,49.12,-123.06,1,0,0.97344764948461,0.02655235051539,0,0,"WC"
"Birkenhead","Sockeye",1957,76363,7068,0,0,0,0,0,0.0469730104893731,0.49101004413132,0.0699291541715229,0,0,0.0731506095884132,0.287586920367194,0.0313502612521771,0,0,0,0,0,0,0,0,0,0,2.37992073121348,22,49.12,-123.06,1,0,0.607912208792216,0.392087791207784,0,0,"WC"
"Birkenhead","Sockeye",1958,129262,5510,0,0,0,0,0,0.163350404604602,0.577323575374047,0.0885256301155792,0,0,0.0271696244836069,0.1380452105027,0.00558555491946589,0,0,0,0,0,0,0,0,0,0,3.15527672924093,22,49.12,-123.06,1,0,0.829199610094227,0.170800389905773,0,0,"WC"
"Birkenhead","Sockeye",1959,268022,11388,0,0,0,0,0,0.0977718247009574,0.702901254374641,0.137164113393677,0,0,0.0335196364477543,0.0280014327182097,0.000641738364761102,0,0,0,0,0,0,0,0,0,0,3.15850889727814,22,49.12,-123.06,1,0,0.937837192469275,0.0621628075307251,0,0,"WC"
"Birkenhead","Sockeye",1960,172100,19198,0,0,0,0,0,0.165984892504358,0.69451481696688,0.0616327716443928,0,0,0.017925624636839,0.0405578152237071,0.0193840790238234,0,0,0,0,0,0,0,0,0,0,2.19326959627615,22,49.12,-123.06,1,0,0.92213248111563,0.0778675188843695,0,0,"WC"
"Birkenhead","Sockeye",1961,129815,10550,0,0,0,0,0,0.16863228440473,0.516920232638755,0.13375958094211,0,0,0.0238955436582829,0.146778107306552,0.0100142510495705,0,0,0,0,0,0,0,0,0,0,2.50998450007479,22,49.12,-123.06,1,0,0.819312097985595,0.180687902014405,0,0,"WC"
"Birkenhead","Sockeye",1962,102491,14311,0,0,0,0,0,0.208232918012313,0.645100545413744,0.081021748251066,0,0,0.0265877003834483,0.0389790323052756,7.80556341532427e-05,0,0,0,0,0,0,0,0,0,0,1.9687465175166,22,49.12,-123.06,1,0,0.934355211677123,0.0656447883228771,0,0,"WC"
"Birkenhead","Sockeye",1963,456078,20769,0,0,0,0,0,0.209448822350563,0.617528142116042,0.106483978617693,0,0,0.00860379145672451,0.0572533645560628,0.000681900902915729,0,0,0,0,0,0,0,0,0,0,3.08920235715413,22,49.12,-123.06,1,0,0.933460943084297,0.066539056915703,0,0,"WC"
"Birkenhead","Sockeye",1964,365895,27978,0,0,0,0,0,0.107232949343391,0.617384768854453,0.23268150698971,0,0,0.00237499829185969,0.0397436423017532,0.000582134218833272,0,0,0,0,0,0,0,0,0,0,2.57092791994178,22,49.12,-123.06,1,0,0.957299225187554,0.0427007748124462,0,0,"WC"
"Birkenhead","Sockeye",1965,165171,9769,0,0,0,0,0,0.185274654751742,0.66012193423785,0.0894224773113924,0,0,0.0125203576899092,0.0436820022885373,0.00897857372056838,0,0,0,0,0,0,0,0,0,0,2.82776719421209,22,49.12,-123.06,1,0,0.934819066300985,0.065180933699015,0,0,"WC"
"Birkenhead","Sockeye",1966,316855,13462,0,0,0,0,0,0.178640071957204,0.48923324549084,0.193523851604046,0,0,0.0215366650360575,0.11508418677313,0.00198197913872276,0,0,0,0,0,0,0,0,0,0,3.1585733543942,22,49.12,-123.06,1,0,0.86139716905209,0.13860283094791,0,0,"WC"
"Birkenhead","Sockeye",1967,492408,17580,0,0,0,0,0,0.110187080632321,0.741982258614807,0.0932072590209745,0,0,0.0141204042176407,0.0388377118162174,0.00166528569803902,0,0,0,0,0,0,0,0,0,0,3.33254574887498,22,49.12,-123.06,1,0,0.945376598268103,0.0546234017318971,0,0,"WC"
"Birkenhead","Sockeye",1968,285207,31042,0,0,0,0,0,0.0743775573530804,0.765139004302138,0.124001164066801,0,0,0.00686168291802095,0.029262956379051,0.000357634980908603,0,0,0,0,0,0,0,0,0,0,2.21787410618947,22,49.12,-123.06,1,0,0.963517725722019,0.0364822742779806,0,0,"WC"
"Birkenhead","Sockeye",1969,791869,14324,0,0,0,0,0,0.0934144410249675,0.569771010103944,0.302063851470382,0,0,0.00276560895804735,0.0316554884709466,0.000329599971712493,0,0,0,0,0,0,0,0,0,0,4.01245952195708,22,49.12,-123.06,1,0,0.965249302599294,0.0347506974007064,0,0,"WC"
"Birkenhead","Sockeye",1970,738909,19252,0,0,0,0,0,0.161194409595769,0.718916673095063,0.0416817226478497,0,0,0.0302919574670223,0.0440500792384448,0.00386515795585113,0,0,0,0,0,0,0,0,0,0,3.64755982254753,22,49.12,-123.06,1,0,0.921792805338682,0.0782071946613182,0,0,"WC"
