"Stock","Species","BY","R","S","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","R4.4","Logrs","Stock.ID","Lat","Lon","detailFlag","ocean_0","ocean_1","ocean_2","ocean_3","ocean_4","Ocean.Region2"
"Birkenhead","Sockeye",1971,369096,16143,0,0,0,0,0,0.168834124455426,0.666214209853263,0.125568957669549,0,0,0.00528859700457334,0.0326012744651798,0.00149283655200815,0,0,0,0,0,0,0,0,0,0,3.12957025363034,22,49.12,-123.06,1,0,0.960617291978239,0.0393827080217613,0,0,"WC"
"Birkenhead","Sockeye",1972,519340,26202,0,0,0,0,0,0.0824912388801171,0.818234682481611,0.0898351754149497,0,0,0.0027554203412023,0.00626949589864058,0.000413986983479031,0,0,0,0,0,0,0,0,0,0,2.98672303091919,22,49.12,-123.06,1,0,0.990561096776678,0.00943890322332191,0,0,"WC"
"Birkenhead","Sockeye",1973,216524,28374,0,0,0,0,0,0.203751085330033,0.648209898209898,0.115335944283313,0,0,0.0139060796955534,0.018796992481203,0,0,0,0,0,0,0,0,0,0,0,2.03222816291231,22,49.12,-123.06,1,0,0.967296927823244,0.0327030721767564,0,0,"WC"
"Birkenhead","Sockeye",1974,727181,85495,0,0,0,0,0,0.0752151115059387,0.583944024940146,0.285400746169111,0,0,0.00465358693365201,0.0449117894994506,0.00587474095170253,0,0,0,0,0,0,0,0,0,0,2.14071752020862,22,49.12,-123.06,1,0,0.944559882615195,0.0554401173848052,0,0,"WC"
"Birkenhead","Sockeye",1975,120593,19653,0,0,0,0,0,0.0774091365170449,0.671481760964567,0.154370485849096,0,0,0.0085411259359996,0.0841839907789009,0.00401349995439205,0,0,0,0,0,0,0,0,0,0,1.81419124107292,22,49.12,-123.06,1,0,0.903261383330707,0.0967386166692926,0,0,"WC"
"Birkenhead","Sockeye",1976,619577,50023,0,0,0,0,0,0.0472564346320151,0.773682689964282,0.136209058761058,0,0,0.0015768822922736,0.035845423571243,0.00542951077912834,0,0,0,0,0,0,0,0,0,0,2.5165540874701,22,49.12,-123.06,1,0,0.957148183357355,0.0428518166426449,0,0,"WC"
"Birkenhead","Sockeye",1977,431633,12799,0,0,0,0,0,0.0360954792613169,0.664963058894941,0.227336649422078,0,0,0.0082268964606506,0.049542087838511,0.0138358281225022,0,0,0,0,0,0,0,0,0,0,3.51820864727233,22,49.12,-123.06,1,0,0.928395187578336,0.0716048124216638,0,0,"WC"
"Birkenhead","Sockeye",1978,666214,48158,0,0,0,0,0,0.0633925435370617,0.740816014073556,0.175941964593959,0,0,0.000438297604073166,0.0171866697487594,0.00222451044259052,0,0,0,0,0,0,0,0,0,0,2.62712366835003,22,49.12,-123.06,1,0,0.980150522204577,0.0198494777954231,0,0,"WC"
"Birkenhead","Sockeye",1979,415951,35168,0,0,0,0,0,0.0333717192650096,0.657728915184721,0.29132518012939,0,0,0.00215169575262471,0.0125134931758789,0.0029089964923753,0,0,0,0,0,0,0,0,0,0,2.47043088664091,22,49.12,-123.06,1,0,0.982425814579121,0.0175741854208789,0,0,"WC"
"Birkenhead","Sockeye",1980,163172,32786,0,0,0,0,0,0.0620878582109676,0.708234255877234,0.221925330326281,0,0,0,0.00775255558551712,0,0,0,0,0,0,0,0,0,0,0,1.60480326417871,22,49.12,-123.06,1,0,0.992247444414483,0.00775255558551712,0,0,"WC"
"Birkenhead","Sockeye",1981,266159,27175,0,0,0,0,0,0.0170950446913311,0.395173561668026,0.587731393640643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28179644155733,22,49.12,-123.06,1,0,1,0,0,0,"WC"
"Birkenhead","Sockeye",1982,1816442,72353,0,0,0,0,0,0.0266086117806129,0.810093028018511,0.154884659130322,0,0,0.000999206140355706,0.00713207468226346,0.000282420247935249,0,0,0,0,0,0,0,0,0,0,3.22307800429863,22,49.12,-123.06,1,0,0.991586298929446,0.00841370107055441,0,0,"WC"
"Birkenhead","Sockeye",1983,808110,21069,0,0,0,0,0,0.0188934674734875,0.774051799878729,0.185075051663759,0,0,0.000983776961057282,0.0192189182165794,0.00177698580638774,0,0,0,0,0,0,0,0,0,0,3.64689542202394,22,49.12,-123.06,1,0,0.978020319015976,0.0219796809840245,0,0,"WC"
"Birkenhead","Sockeye",1984,470361,23226,0,0,0,0,0,0.0125818254489637,0.739072754756453,0.184388161433452,0,0,0.000255123192611632,0.0579512332017323,0.00575090196678721,0,0,0,0,0,0,0,0,0,0,3.00822814416051,22,49.12,-123.06,1,0,0.936042741638869,0.0639572583611311,0,0,"WC"
"Birkenhead","Sockeye",1985,245842,5757,0,0,0,0,0,0.0497311281229407,0.501167416470741,0.378690378373101,0,0,0.00346157288014253,0.0620235761179945,0.00492592803507944,0,0,0,0,0,0,0,0,0,0,3.75427254746806,22,49.12,-123.06,1,0,0.929588922966784,0.0704110770332165,0,0,"WC"
"Birkenhead","Sockeye",1986,1211967,197841,0,0,0,0,0,0.0198181963700332,0.717204346322961,0.260156423400967,0,0,0.000461233680454996,0.0023598002255837,0,0,0,0,0,0,0,0,0,0,0,1.81253626074585,22,49.12,-123.06,1,0,0.997178966093961,0.0028210339060387,0,0,"WC"
"Birkenhead","Sockeye",1987,999898,89492,0,0,0,0,0,0.0056715785010071,0.698371233865854,0.279626521905234,0,0,0.00118512088233,0.00379938753752883,0.0113461573080454,0,0,0,0,0,0,0,0,0,0,2.41350403796895,22,49.12,-123.06,1,0,0.983669334272096,0.0163306657279042,0,0,"WC"
"Birkenhead","Sockeye",1988,927715,75537,0,0,0,0,0,0.0318061042453771,0.216363861746334,0.716516387036967,0,0,0.00161795378968757,0.0295306209342309,0.00416507224740357,0,0,0,0,0,0,0,0,0,0,2.50810197111176,22,49.12,-123.06,1,0,0.964686353028678,0.035313646971322,0,0,"WC"
"Birkenhead","Sockeye",1989,1147929,15690,0,0,0,0,0,0.0317397678776301,0.814667980336763,0.151540731177625,0,0,0.00102880927304737,0.00102271133493448,0,0,0,0,0,0,0,0,0,0,0,4.29269116153209,22,49.12,-123.06,1,0,0.997948479392018,0.00205152060798185,0,0,"WC"
"Birkenhead","Sockeye",1990,238613,97108,0,0,0,0,0,0.0426590336653912,0.83988299044897,0.104638054087581,0,0,0,0.0128199217980579,0,0,0,0,0,0,0,0,0,0,0,0.899019231479604,22,49.12,-123.06,1,0,0.987180078201942,0.0128199217980579,0,0,"WC"
"Birkenhead","Sockeye",1991,122385,152077,0,0,0,0,0,0.00199370837929485,0.451607631654206,0.504522613065327,0,0,0.00151979409241329,0.0263267557298689,0.0140294970788904,0,0,0,0,0,0,0,0,0,0,-0.217215157976973,22,49.12,-123.06,1,0,0.958123953098827,0.0418760469011725,0,0,"WC"
"Birkenhead","Sockeye",1992,99182,93445,0,0,0,0,0,0.0355104756911536,0.480540823939828,0.469470266782279,0,0,0.00126030933032203,0.00438587646952068,0.00883224778689682,0,0,0,0,0,0,0,0,0,0,0.0595835182913224,22,49.12,-123.06,1,0,0.98552156641326,0.0144784335867395,0,0,"WC"
"Birkenhead","Sockeye",1993,575880,151089,0,0,0,0,0,0.0151350975897756,0.31292630409113,0.660141001597555,0,0,0,0.00760575119816628,0.00419184552337293,0,0,0,0,0,0,0,0,0,0,1.33803023850002,22,49.12,-123.06,1,0,0.988202403278461,0.0117975967215392,0,0,"WC"
"Birkenhead","Sockeye",1994,67413,22315,0,0,0,0,0,0.0152492842626793,0.324848323023749,0.603533443104446,0,0,0.000103837538753653,0.0562651120703722,0,0,0,0,0,0,0,0,0,0,0,1.10557877957667,22,49.12,-123.06,1,0,0.943631050390874,0.0563689496091258,0,0,"WC"
"Birkenhead","Sockeye",1995,170525,18407,0,0,0,0,0,0.00285002199091042,0.826981381029175,0.170045447881542,0,0,0.000123149098372673,0,0,0,0,0,0,0,0,0,0,0,0,2.2261508864902,22,49.12,-123.06,1,0,0.999876850901627,0.000123149098372673,0,0,"WC"
"Birkenhead","Sockeye",1996,78931,27824,0,0,0,0,0,0.00915989915242427,0.431946890321927,0.526016394065703,0,0,0,0.032876816459946,0,0,0,0,0,0,0,0,0,0,0,1.04267509548207,22,49.12,-123.06,1,0,0.967123183540054,0.032876816459946,0,0,"WC"
"Birkenhead","Sockeye",1997,30582,23274,0,0,0,0,0,0,0.593976849126937,0.333529527172847,0,0,0,0.0724936237002158,0,0,0,0,0,0,0,0,0,0,0,0.273074742900075,22,49.12,-123.06,1,0,0.927506376299784,0.0724936237002158,0,0,"WC"
"Birkenhead","Sockeye",1998,619321,173098,0,0,0,0,0,0.000447264019789415,0.344446579399052,0.650746543391876,0,0,0,0.00282890455837926,0.00153070863090384,0,0,0,0,0,0,0,0,0,0,1.2747658085211,22,49.12,-123.06,1,0,0.995640386810717,0.0043596131892831,0,0,"WC"
"Birkenhead","Sockeye",1999,83528,26220,0,0,0,0,0,0,0.566408868882291,0.431316444784982,0,0,0,0.00227468633272675,0,0,0,0,0,0,0,0,0,0,0,1.15865942665226,22,49.12,-123.06,1,0,0.997725313667273,0.00227468633272675,0,0,"WC"
"Birkenhead","Sockeye",2000,101965,8333,0,0,0,0,0,0.00639435100279508,0.624822242926494,0.368783406070711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50440608174424,22,49.12,-123.06,1,0,1,0,0,0,"WC"
"Birkenhead","Sockeye",2001,191674,28361,0,0,0,0,0,0.000292162734643196,0.576056220457652,0.423651616807705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91078105029371,22,49.12,-123.06,1,0,1,0,0,0,"WC"
"Birkenhead","Sockeye",2002,634125,107481,0,0.000539325842696629,0,0,0,0.00141612458111571,0.792559826532624,0.204902818844865,0,0,0,0,0.000581904198698995,0,0,0,0,0,0,0,0,0,0,1.77493200812628,22,49.12,-123.06,1,0.000539325842696629,0.998878769958604,0.000581904198698995,0,0,"WC"
"Birkenhead","Sockeye",2003,13338,152657,0,0,0,0,0,0.00599790073474284,0.454640875693507,0.525566051881841,0,0,0,0.0137951716899085,0,0,0,0,0,0,0,0,0,0,0,-2.43757647045395,22,49.12,-123.06,1,0,0.986204828310091,0.0137951716899085,0,0,"WC"
"Birkenhead","Sockeye",2004,77365,17516,0,0,0,0,0,0.000607509855877981,0.600878950429781,0.398513539714341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48541973300248,22,49.12,-123.06,1,0,1,0,0,0,"WC"
"Birkenhead","Sockeye",2005,94135,27117,0,0,0,0,0,0.00383491793700536,0.353980984755936,0.628161682689754,0,0,0,0.00517342115047538,0.00884899346682955,0,0,0,0,0,0,0,0,0,0,1.24456908469229,22,49.12,-123.06,1,0,0.985977585382695,0.0140224146173049,0,0,"WC"
"Birkenhead","Sockeye",2006,443604,137365,0,0,0,0,0,0.000439581248140233,0.569025527272071,0.414782102956691,0,0,0,0.014941253911146,0,0,0,0,0.0008115346119512,0,0,0,0,0,0,1.17229065594249,22,49.12,-123.06,1,0,0.984247211476903,0.014941253911146,0.0008115346119512,0,"WC"
"Birkenhead","Sockeye",2007,241453,54290,0,0,0,0,0,0.00084902651861853,0.769027512600796,0.215859815367794,0.000911150410224764,0,0.000157380525402459,0.00819207050647538,0.00500304407068871,0,0,0,0,0,0,0,0,0,0,1.4923347892577,22,49.12,-123.06,1,0,0.986647504897433,0.0133524951025665,0,0,"WC"
"Birkenhead","Sockeye",2008,90429,6788,0,0,0,0,0,0.0129051521082838,0.566997312808944,0.403576286368311,0.00243284786959935,0,0,0.0116555529752624,0.00243284786959935,0,0,0,0,0,0,0,0,0,0,2.58940866504215,22,49.12,-123.06,1,0,0.985911599155138,0.0140884008448617,0,0,"WC"
"Birkenhead","Sockeye",2009,130576,34475,0,0,0,0,0,0.00232048768533268,0.438380713147899,0.554236613160152,0,0,0,0.00506218600661684,0,0,0,0,0,0,0,0,0,0,0,1.33172100904752,22,49.12,-123.06,1,0,0.994937813993383,0.00506218600661684,0,0,"WC"
"Birkenhead","Sockeye",2010,37917,67762,0,0,0,0,0,0.00102856238626474,0.806445657620592,0.16641611941873,0,0,0,0.0155339293720495,0.0105757312023631,0,0,0,0,0,0,0,0,0,0,-0.58060200551372,22,49.12,-123.06,1,0,0.973890339425587,0.0261096605744125,0,0,"WC"
"Birkenhead","Sockeye",2011,91323,92420,0,0,0,0,0,0.00294558873449186,0.616712109764243,0.3656253079728,0,0,0,0.0147169935284649,0,0,0,0,0,0,0,0,0,0,0,-0.0119407328089551,22,49.12,-123.06,1,0,0.985283006471535,0.0147169935284649,0,0,"WC"
"Birkenhead","Sockeye",2012,26419,2549,0,0,0,0,0,0.00336878761497407,0.659676747795147,0.336500246035051,0,0,0.000454218554827965,0,0,0,0,0,0,0,0,0,0,0,0,2.33838232287032,22,49.12,-123.06,1,0,0.999545781445172,0.000454218554827965,0,0,"WC"
"Birkenhead","Sockeye",2013,42184,46795,0,0,0,0,0,0.000853404134268917,0.346410961501991,0.650483595676086,0,0,0,0.00225203868765409,0,0,0,0,0,0,0,0,0,0,0,-0.103735357381051,22,49.12,-123.06,1,0,0.997747961312346,0.00225203868765409,0,0,"WC"
"Birkenhead","Sockeye",2014,11626,19612,0,0,0,0,0,0.000688112850507483,0.717271632547738,0.276879408222949,0.00516084637880612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.522897654509828,22,49.12,-123.06,1,0,1,0,0,0,"WC"
"Birkenhead","Sockeye",2015,1652,26687,0,0,0,0,0,0.00665859564164649,0.63680387409201,0.196125907990315,0,0,0,0.160411622276029,0,0,0,0,0,0,0,0,0,0,0,-2.78218988035155,22,49.12,-123.06,1,0,0.839588377723971,0.160411622276029,0,0,"WC"
"Bowron","Sockeye",1950,75548,7352,0,0,0,0,0,0.00728013977868375,0.865211521152115,0.127508339069201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32979583078021,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1951,103821,10254,0,0,0,0,0,0.00364088190250527,0.996359118097495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31500038904667,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1952,43304,8632,0,0,0,0,0,0.000184740439682246,0.854239793090708,0.14557546646961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61276878153884,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1953,75579,5741,0,0,0,0,0,3.96935656730044e-05,0.934108680982813,0.0658516254515143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57754505563482,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1954,66916,4566,0,0,0,0,0,0.00974355908900711,0.941045489867894,0.0492109510430988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68480055336143,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1955,96955,4472,0,0,0,0,0,0.000443504718683926,0.955319478108401,0.0442370171729153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07641121748178,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1956,38484,3639,0,0,0,0,0,0,0.716817378650868,0.264005820600769,0,0,0,0.019176800748363,0,0,0,0,0,0,0,0,0,0,0,2.358533651869,16,49.12,-123.06,1,0,0.980823199251637,0.019176800748363,0,0,"WC"
"Bowron","Sockeye",1957,41966,6416,0,0,0,0,0,0,0.97717199637802,0.0228280036219797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87806489606829,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1958,18155,8308,0,0,0,0,0,0.00236849352795373,0.988432938584412,0.00919856788763426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781727098852433,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1959,61865,14614,0,0,0,0,0,0.000177806514184111,0.91253535924998,0.0872868342358361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44297461829691,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1960,17733,3525,0,0,0,0,0,0.000225568149777251,0.974341622962838,0.0254328088873851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61554687424611,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1961,28148,3680,0,0,0,0,0,0,0.953353701861589,0.0466462981384113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03456355192346,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1962,21327,3219,0,0,0,0,0,0.000281333520889014,0.882543255028837,0.117175411450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89090312329878,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1963,214316,11467,0,0,0,0,0,0.000130648201720823,0.956405494690084,0.0434638571081954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92797821632554,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1964,27507,690,0,0,0,0,0,0,0.92398298614898,0.0760170138510197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68550419912671,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1965,17849,1170,0,0,0,0,0,0.00280127738248641,0.939548434085943,0.0576502885315704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72494373543771,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1966,22249,1151,0,0,0,0,0,0,0.952672030203605,0.0473279697963953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96166593404228,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1967,206494,13991,0,0,0,0,0,0.00060050170949277,0.938802095944676,0.0605974023458309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69185709053774,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1968,44642,1710,0,0,0,0,0,0,0.83761928229022,0.137762645042785,0,0,0,0.0246180726669952,0,0,0,0,0,0,0,0,0,0,0,3.26218174942225,16,49.12,-123.06,1,0,0.975381927333005,0.0246180726669952,0,0,"WC"
"Bowron","Sockeye",1969,17211,1936,0,0,0,0,0,0,0.929812329324269,0.0701876706757306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18492472543346,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1970,16197,497,0,0,0,0,0,0.0229054763227758,0.977094523677224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48399129278977,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1971,124507,10761,0,0,0,0,0,0,0.997221039780896,0.00277896021910415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44843345200555,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1972,16971,1969,0,0,0,0,0,0,0.993459430793707,0.00654056920629309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15398020537214,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1973,10662,2012,0,0,0,0,0,0,0.988369911836428,0.0116300881635716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66755676616308,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1974,17431,1046,0,0,0,0,0,0,0.900808903677356,0.0991910963226436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81327686459,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1975,122780,14735,0,0,0,0,0,0.000993647173806809,0.991545854373676,0.00516370744420915,0,0,0,0.00229679100830754,0,0,0,0,0,0,0,0,0,0,0,2.12016851980969,16,49.12,-123.06,1,0,0.997703208991692,0.00229679100830754,0,0,"WC"
"Bowron","Sockeye",1976,7112,1069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8950598661687,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1977,15396,1214,0,0,0,0,0,0,0.38159262146012,0.61840737853988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54018704278419,16,49.12,-123.06,1,0,1,0,0,0,"WC"
"Bowron","Sockeye",1978,40627,1678,0,0,0,0,0,0,0.982179338863318,0.0178206611366825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18683026216232,16,49.12,-123.06,1,0,1,0,0,0,"WC"
