Stock.ID,Species,Stock,Ocean.Region,Region,Sub.Region,Jurisdiction,Lat,Lon,UseFlag,BroodYear,TotalEscapement,DetailFlag,R0.1,R0.2,R0.3,R0.4,R0.5,R1.1,R1.2,R1.3,R1.4,R1.5,R2.1,R2.2,R2.3,R2.4,R3.1,R3.2,R3.3,R3.4,R4.1,R4.2,R4.3,TotalRecruits
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,0,1967,383000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1968,252000,0,NA,NA,NA,NA,NA,15387,216201,15518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247106
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1969,2.00E+05,0,NA,NA,NA,NA,NA,11944,350722,4463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367129
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1970,124000,0,NA,NA,NA,NA,NA,18829,170961,16433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206223
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1971,183000,0,NA,NA,NA,NA,NA,9019,144347,17532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170898
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1972,249000,0,NA,NA,NA,NA,NA,8640,176340,2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187291
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1973,330000,0,NA,NA,NA,NA,NA,22575,406573,3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432539
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1974,126000,0,NA,NA,NA,NA,NA,11475,263672,4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279905
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1975,120000,0,NA,NA,NA,NA,NA,2072,202487,21691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226250
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1976,160231,0,NA,NA,NA,NA,NA,26010,476220,74235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576465
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1977,446816,0,NA,NA,NA,NA,NA,1849,115926,4147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121922
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1978,305068,0,NA,NA,NA,NA,NA,8648,356275,131237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496160
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1979,219017,0,NA,NA,NA,NA,NA,9887,254769,74262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338918
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1980,371662,0,NA,NA,NA,NA,NA,5163,373920,62139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441222
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1981,111203,0,NA,NA,NA,NA,NA,1890,214031,43111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259032
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1982,289771,0,NA,NA,NA,NA,NA,7313,200616,64877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272806
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1983,229671,0,NA,NA,NA,NA,NA,3185,123493,55734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182412
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1984,372525,0,NA,NA,NA,NA,NA,3668,551748,125093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680509
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1985,253135,0,NA,NA,NA,NA,NA,973,70027,38167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109167
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1986,251061,0,NA,NA,NA,NA,NA,704,83475,15940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100119
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1987,204699,0,NA,NA,NA,NA,NA,1649,68985,88918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159552
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1988,377577,0,NA,NA,NA,NA,NA,1438,152131,19823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173392
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1989,166548,0,NA,NA,NA,NA,NA,241,101739,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116037
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1990,94218,0,NA,NA,NA,NA,NA,304,150287,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153260
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1991,89432,0,NA,NA,NA,NA,NA,230,28346,112501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141077
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1992,161567,0,NA,NA,NA,NA,NA,1246,376635,31396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409277
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1993,98917,0,NA,NA,NA,NA,NA,0,67048,30218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97266
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1994,163639,0,NA,NA,NA,NA,NA,376,31829,20712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52917
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1995,29091,0,NA,NA,NA,NA,NA,0,5282,34908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40190
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1996,313602,0,NA,NA,NA,NA,NA,0,243864,23761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267625
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1997,120421,0,NA,NA,NA,NA,NA,450,153764,36283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190497
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1998,65490,0,NA,NA,NA,NA,NA,0,219188,20904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240092
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,1999,25950,0,NA,NA,NA,NA,NA,0,112698,13529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126227
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2000,238970,0,NA,NA,NA,NA,NA,0,238201,8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246370
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2001,139704,0,NA,NA,NA,NA,NA,0,45774,25821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71595
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2002,260319,0,NA,NA,NA,NA,NA,921,257859,37982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296762
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2003,118728,0,NA,NA,NA,NA,NA,425,1601,1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3467
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2004,141640,0,NA,NA,NA,NA,NA,337,19868,3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24030
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2005,60986,0,NA,NA,NA,NA,NA,23,9453,2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11609
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2006,141311,0,NA,NA,NA,NA,NA,510,104614,6490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111614
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2007,49082,0,NA,NA,NA,NA,NA,145,23014,30745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53904
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2008,19903,0,NA,NA,NA,NA,NA,1474,38658,10398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50530
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2009,16368,0,NA,NA,NA,NA,NA,9988,115188,17578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142754
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2010,83876,0,NA,NA,NA,NA,NA,1942,21358,2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26001
101,Sockeye,Washington,WC,WA,WA,WA,47.48,-122.42,1,2011,31730,0,NA,NA,NA,NA,NA,1620,13022,2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17343
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,0,1948,10859,1,0,0,0,0,0,0,179412,18741,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,198153
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,0,1949,168458,1,0,0,0,0,0,6218,1029437,1271,0,0,42,0,0,0,0,0,0,0,NA,NA,NA,1036968
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1950,25658,1,0,0,0,0,0,579,240545,542,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,241666
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1951,29785,1,0,0,0,0,0,9,158428,15217,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,173654
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1952,15484,1,0,0,0,0,0,28,78012,10560,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,88600
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1953,78238,1,0,0,0,0,0,294,537711,2886,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,540891
