Stock.ID,Species,Stock,Ocean.Region,Region,Sub.Region,Jurisdiction,Lat,Lon,UseFlag,BroodYear,TotalEscapement,DetailFlag,R0.1,R0.2,R0.3,R0.4,R0.5,R1.1,R1.2,R1.3,R1.4,R1.5,R2.1,R2.2,R2.3,R2.4,R3.1,R3.2,R3.3,R3.4,R4.1,R4.2,R4.3,TotalRecruits
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1954,18010,1,0,0,0,0,0,341,154781,701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,155823
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1955,1397,1,0,0,0,0,0,11,25824,1632,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27467
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1956,16661,1,0,0,0,0,0,0,101035,6393,0,0,0,2966,0,0,0,0,0,0,NA,NA,NA,110394
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1957,119273,1,0,0,0,0,0,730,1215763,3272,0,0,23,3148,0,0,0,0,0,0,NA,NA,NA,1222936
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1958,22196,1,0,0,0,0,0,755,102112,240,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,103107
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1959,1297,1,0,0,0,0,0,0,14682,6153,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20835
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1960,7401,1,0,0,0,0,0,22,69925,4202,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,74149
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1961,87782,1,0,0,0,0,0,630,252123,2208,0,0,0,881,0,0,0,0,0,0,NA,NA,NA,255842
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1962,14103,1,0,0,0,0,0,0,67661,5992,0,0,0,2132,0,0,0,0,0,0,NA,NA,NA,75785
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1963,2590,1,0,0,0,0,0,332,90397,1825,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,92554
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1964,1300,1,0,0,0,0,0,1027,25940,12949,0,0,0,2971,0,0,0,0,0,0,NA,NA,NA,42887
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1965,11241,1,0,0,0,0,0,432,415253,1526,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,417211
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1966,5959,1,0,0,0,0,0,1746,83040,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,84786
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1967,11167,1,0,0,0,0,0,423,326142,13128,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,339693
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1968,795,1,0,0,0,0,0,11,10412,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10423
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1969,48796,1,0,0,0,0,0,648,1366181,4452,0,0,76,4237,0,0,0,0,0,0,NA,NA,NA,1375594
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1970,15806,1,0,0,0,0,0,1212,178232,1312,0,0,0,1380,0,0,0,0,0,0,NA,NA,NA,182136
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1971,45610,1,0,0,0,0,0,311,423510,6993,0,0,0,396,0,0,0,0,0,0,NA,NA,NA,431210
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1972,2253,1,0,0,0,0,0,25,32207,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32232
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1973,153876,1,0,0,0,0,0,4591,1342456,3951,0,0,67,1017,0,0,0,0,0,0,NA,NA,NA,1352082
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1974,21610,1,0,0,0,0,0,1242,141307,2218,0,0,0,477,0,0,0,0,0,0,NA,NA,NA,145244
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1975,26252,1,0,0,0,0,0,150,220007,2852,0,0,0,76,0,0,0,0,0,0,NA,NA,NA,223085
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1976,6792,1,0,0,0,0,0,43,28800,3034,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31877
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1977,53363,1,0,0,0,0,0,572,752467,8655,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,761694
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1978,20004,1,0,0,0,0,0,202,71470,1180,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,72852
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1979,36170,1,0,0,0,0,0,34,89807,17889,0,0,0,206,0,0,0,0,0,0,NA,NA,NA,107936
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1980,7361,1,0,0,0,0,0,10,37950,25541,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,63501
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1981,71485,1,0,0,0,0,0,46,331290,18805,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,350141
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1982,2158,1,0,0,0,0,0,13,26796,1007,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27816
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1983,13121,1,0,0,0,0,0,423,176760,10949,0,0,4,760,0,0,0,0,0,0,NA,NA,NA,188896
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1984,21868,1,0,0,0,0,0,240,209867,29536,0,0,12,2385,0,0,0,0,0,0,NA,NA,NA,242040
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1985,118124,1,0,0,0,0,0,2414,1179879,26057,0,0,0,527,0,0,0,0,0,0,NA,NA,NA,1208877
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1986,15160,1,0,0,0,0,0,56,128280,17603,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,145942
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1987,75524,1,0,0,0,0,0,8,494847,31065,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,525920
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1988,88071,1,0,0,0,0,0,33,319342,59894,0,0,0,0,663,0,0,0,0,0,NA,NA,NA,379932
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1989,211041,1,0,0,0,0,0,420,1091749,45932,0,0,0,688,0,0,0,0,0,0,NA,NA,NA,1138789
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1990,47065,1,0,0,0,0,0,2,156963,9121,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,166086
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1991,85456,1,0,0,0,0,0,514,129192,14581,0,0,0,172,0,0,0,0,0,0,NA,NA,NA,144459
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1992,36565,1,0,0,0,0,0,10,80797,19569,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,100376
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1993,386806,1,0,0,0,0,0,847,1652166,161770,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1814783
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1994,14499,1,0,0,0,0,0,6,27990,1034,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29030
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1995,57342,1,0,0,0,0,0,20,170595,18985,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,189600
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1996,41063,1,0,0,0,0,0,0,359206,104940,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,464146
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1997,73416,1,0,0,0,0,0,1,109249,38121,0,0,0,201,0,0,0,0,0,0,NA,NA,NA,147572
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1998,9332,1,0,0,0,0,0,2,24341,4349,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,28692
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,1999,8189,1,0,0,0,0,0,0,25927,4639,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30566
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2000,35333,1,0,0,0,0,0,0,132457,3417,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,135874
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2001,82852,1,0,0,0,0,0,5,216279,35722,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,252006
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2002,12921,1,0,0,0,0,0,0,20266,4300,0,0,0,0,19,0,0,0,0,0,NA,NA,NA,24585
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2003,6932,1,0,0,0,0,0,0,8431,1588,0,0,0,12,0,0,0,0,0,0,NA,NA,NA,10031
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2004,5181,1,0,0,0,0,0,0,32387,5077,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,37464
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2005,51153,1,0,0,0,0,0,49,76119,7843,0,0,0,1020,0,0,0,0,0,0,NA,NA,NA,85031
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2006,15914,1,0,0,0,0,0,0,96107,12590,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,108697
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2007,2376,1,0,0,0,0,0,0,12528,147,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,12675
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2008,14446,1,0,0,0,0,0,1,183791,9161,0,0,0,131,0,0,0,0,0,0,NA,NA,NA,193084
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2009,21884,1,0,0,0,0,0,3,172827,18103,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,190933
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2010,34198,1,0,0,0,0,0,53,109758,26470,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,136281
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2011,233,1,0,0,0,0,0,7,2258,235,0,0,0,368,0,0,0,0,0,0,NA,NA,NA,2868
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2012,6812,1,0,0,0,0,0,9,17601,2129,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19739
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2013,39658,1,0,0,0,0,0,4,20168,6719,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,26891
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2014,23298,1,0,0,0,0,0,10,87962,22500,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,110472
102,Sockeye,Early Stuart,WC,Fraser River,Fraser Early Stuart,BC,49.12,-123.06,1,2015,4060,1,0,0,0,0,0,0,3417,1852,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5269
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,0,1948,12826,1,0,0,0,0,0,0,80266,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,80266
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,0,1949,10744,1,0,0,0,0,0,45,62746,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,62791
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1950,7352,1,0,0,0,0,0,550,65365,9633,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,75548
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1951,10254,1,0,0,0,0,0,378,103443,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,103821
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1952,8632,1,0,0,0,0,0,8,36992,6304,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,43304
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1953,5741,1,0,0,0,0,0,3,70599,4977,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,75579
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1954,4566,1,0,0,0,0,0,652,62971,3293,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,66916
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1955,4472,1,0,0,0,0,0,43,92623,4289,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,96955
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1956,3639,1,0,0,0,0,0,0,27586,10160,0,0,0,738,0,0,0,0,0,0,NA,NA,NA,38484
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1957,6416,1,0,0,0,0,0,0,41008,958,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,41966
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1958,8308,1,0,0,0,0,0,43,17945,167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,18155
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1959,14614,1,0,0,0,0,0,11,56454,5400,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,61865
103,Sockeye,Bowron,WC,Fraser River,Fraser Early Summer,BC,49.12,-123.06,1,1960,3525,1,0,0,0,0,0,4,17278,451,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,17733
