,stock.id,species,stock.name,lat,lon,ocean.basin,state,begin,end,n.years,max.spawners,max.recruits,source,url,comments,BC comments
107,107,Chum,NE Kod-Chum,57.77889,152.3592,GOA,AK,1978,2007,30,50715,103181,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
108,108,Chum,NW Kod-Chum,57.856839,153.882906,GOA,AK,1978,2007,30,417100,729033,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
109,109,Chum,Mainland Kod-Chum,58.03333,154.6644,GOA,AK,1978,2007,30,453148,769158,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
110,110,Chum,Perryville-Chum,55.85417,159.3314,GOA,AK,1962,2007,46,343200,431794,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
111,111,Chum,W Chig-Chum,56.06667,158.6756,GOA,AK,1962,2007,46,184100,361600,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
112,112,Chum,Central Chig-Chum,56.59639,157.9933,GOA,AK,1962,2007,46,173100,243501,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
113,113,Chum,E Chig-Chum,56.98528,156.5806,GOA,AK,1962,2007,46,406900,457811,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
114,114,Chum,SW-Unimak-Chum,54.5,163.5,BS,AK,1962,2007,46,401650,1272981,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southwestern and Unimak Districts,
115,115,Chum,W-NW AKPen-Chum,54.982,163.37,BS,AK,1962,2007,46,320000,337627,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"Sum of Dublin, Bechevin & Urilia Bays, Swanson Lagoon",
116,116,Chum,E-NW AKPen-Chum,55.3158,162.845,BS,AK,1962,2007,46,427500,646716,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Izembek and Moffet Bay,
117,117,Chum,SE-SC AKPen-Chum,55.5,161,BS,AK,1962,2007,46,648200,1278872,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southeastern and Southcentral Districts,
118,118,Chum,N AKPen-Chum,56.46,159.68,BS,AK,1962,2007,46,436400,1023568,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
119,119,Chum,Nushagak-Chum,58.622,158.591,BS,AK,1980,2005,25,969000,2004184.829,NA,NA,,
120,120,Chum,Togiak-Chum,58.925,160.446,BS,AK,1978,1991,14,415000,1130702.381,NA,NA,,
121,121,Chum,Yukon-Chum,62.78,164.96,BS,AK,1974,2001,28,2068000,2812493.734,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Fleischman, S. and B. Borba. 2009. Escapement estimation, spawner-recruit analysis, and escapement goal recommendation for fall chum salmon in the Yukon River drainage. Technical report, Fishery Manuscript Series No. 09-08, Alaska Department of Fish and Game",NA,Fall Run,
122,122,Chum,Anvik-Chum,62.78,164.96,BS,AK,1972,1993,22,1486182,2215845,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. and G. Sandone. 2001. Biological escapement goal for Anvik River chum salmon. Technical report, Regional InformationI Report No. 3AO1- 06, Alaska Department of Fish and Game",NA,,
123,123,Chum,Andreafsky-Chum,62.78,164.96,BS,AK,1972,2001,30,271000,243988.47,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Fleischman, S. and D. Evenson. 2010. Run reconstruction, spawner-recruit analysis, and escapement goal recommendation for summer chum salmon in the east fork of the Andreafsky River. Technical report, Fishery Manuscript Series No. 10-04, Alaska Department of Fish and Game",NA,,
124,124,Chum,Norton Sound-Chum,64.52,165.12,BS,AK,1974,1995,22,92107,112461,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. 2001a. Biological escapement goal for chum salmon in subdistrict one of Norton Sound. Technical report, Regional Information Report No. 3AO1-09, Alaska Department of Fish and Game",NA,District 1,
125,125,Chum,Kwiniuk Inlet-Chum,64.72,161.96,BS,AK,1965,1995,31,154910,216334,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. 2001b. Biological escapement goals for Kwiniuk and Tubutulik chum salmon. Technical report, Regional Infomlation Report No. 3AOI-08, Alaska Department of Fish and Game",NA,Sum of Kwiniuk and Tubutulik Rivers,
126,126,Chum,Kotzebue-Chum,66.46,161.91,BS,AK,1962,1997,36,1439252,1468511,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Eggers, D. and J. Clark. 2006. Assessment of historical runs and escapement goals for Kotzebue area chum salmon. Technical report, Fishery Manuscript No. 06-01, Alaska Department of Fish and Game ",NA,,
127,127,Chum,Smith Inlet-Chum,51.31,127.43,WC,BC,1954,2010,56,154327.0758,189817.6387,NA,NA,,
128,128,Chum,Rivers Inlet-Chum,51.68,127.26,WC,BC,1954,2008,54,267783.5182,249264.7797,NA,NA,,
129,129,Chum,Hecate Lowlands-Chum,53.42,129.25,WC,BC,1954,2015,62,317836.4433,590818.588,NA,NA,,
130,130,Chum,Mussel-Kynoch-Chum,52.61,128.52,WC,BC,1954,2014,61,267972.6008,384353.6842,NA,NA,,
131,131,Chum,Douglas-Gardner-Chum,53.96,128.68,WC,BC,1954,2014,61,1146392.294,1352425.96,NA,NA,,
132,132,Chum,Skidegate-Chum,54.09,132.22,WC,BC,1954,2009,56,394242.937,473852.7625,NA,NA,,
133,133,Chum,West Haida Gwaii-Chum,53.06,132.69,WC,BC,1954,2008,55,380190.4894,450031.4022,NA,NA,,
134,134,Chum,North Haida Gwaii-Chum,54.09,132.22,WC,BC,1954,2006,51,242487.4436,223620.9044,NA,NA,,
135,135,Chum,North Haida Gwaii-Stanley Creek-Chum,54.09,132.22,WC,BC,1958,2004,30,6000,7294.961305,NA,NA,,
136,136,Chum,Skeena Estuary-Chum,54.3,130.36,WC,BC,1954,2010,24,15083.40356,18346.42299,NA,NA,,
137,137,Chum,Lower Skeena-Chum,54.3,130.36,WC,BC,1955,2014,54,169086.8851,374077.293,NA,NA,,
138,138,Chum,Middle Skeena-Chum,54.3,130.36,WC,BC,1954,2014,45,51185.75413,45447.15084,NA,NA,,
139,139,Chum,Northwest Vancouver Island-Chum,50.04,127.68,WC,BC,1956,2010,49,159859,134925,NA,NA,,
140,140,Chum,Southwest & West Vancouver Island-Chum,48.7,125.09,WC,BC,1956,2010,48,910909,994484,NA,NA,,
141,141,Pink-Odd,Puyallup-Pink-Odd,47.26972,122.4272,WC,WA,1959,2019,31,1203364,1502355,"Marisa Litz, WDFW, April 2023",NA,,
142,142,Pink-Odd,Hood Canal-Pink-Odd,47.5644,122.9956,WC,WA,1959,2019,31,549512,901739,"Marisa Litz, WDFW, April 2023",NA,"Sum of Dosewallips, Duckabush, and Hamma Hamma",
143,143,Pink-Odd,Snohomish-Pink-Odd,48.02139,122.2072,WC,WA,1959,2019,31,1929839,3054656,"Marisa Litz, WDFW, April 2023",NA,,
144,144,Pink-Odd,Dungeness-Pink-Odd,48.1508,123.1333,WC,WA,1959,2019,31,4.00E+05,638225,"Marisa Litz, WDFW, April 2023",NA,,
145,145,Pink-Odd,Stillaguamish-Pink-Odd,48.23861,122.3758,WC,WA,1959,2019,31,952534,2287418,"Marisa Litz, WDFW, April 2023",NA,,
146,146,Pink-Odd,Skagit-Pink-Odd,48.3875,122.3656,WC,WA,1959,2019,31,1190000,5008979,"Marisa Litz, WDFW, April 2023",NA,,
147,147,Pink-Odd,Nooksack-Pink-Odd,48.775,122.5978,WC,WA,1959,2019,31,247000,591801,"Marisa Litz, WDFW, April 2023",NA,,
148,148,Pink-Odd,Nisqually-Pink-Odd,47.101,-122.706,WC,WA,1959,2019,31,815887,921434,"Marisa Litz, WDFW, April 2023",NA,NA,
149,149,Pink-Odd,S South Misc.-Pink-Odd,447.16,-122.91,WC,WA,1959,2019,31,1492,2374,"Marisa Litz, WDFW, April 2023",NA,NA,
150,150,Pink-Odd,Fraser-Pink-Odd,49.12333,123.0569,WC,BC,1961,2021,31,22181030,24250000,NA,NA,,
151,151,Pink-Even,S SEAK-Pink-Even,55.71556,131.8714,WC,AK,1960,2008,25,29750273,83426596,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,Districts 101-108,
152,152,Pink-Odd,S SEAK-Pink-Odd,55.71556,131.8714,WC,AK,1961,2007,24,28189610,79477238,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,Districts 101-108,
153,153,Pink-Even,N SEAK Outside-Pink-Even,57.17694,135.7869,WC,AK,1960,2008,25,5741703,9561585,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115",
154,154,Pink-Odd,N SEAK Outside-Pink-Odd,57.17694,135.7869,WC,AK,1961,2007,24,6271490,11292515,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115",
155,155,Pink-Even,N SEAK Inside-Pink-Even,57.57528,134.7503,WC,AK,1960,2008,25,16114790,51319856,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,District 113,
156,156,Pink-Odd,N SEAK Inside-Pink-Odd,57.57528,134.7503,WC,AK,1961,2007,24,25094123,61411893,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,District 113,
157,157,Pink-Even,Situk-Pink-Even,59.43353,139.5467,WC,AK,1962,1990,12,525000,553506,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,,
158,158,Pink-Odd,Situk-Pink-Odd,59.43353,139.5467,WC,AK,1965,1989,13,450000,482701,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,,
159,159,Pink-Even,Humpy-Pink-Even,59.6444,139.5844,WC,AK,1962,1992,12,69000,126575,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,,
160,160,Pink-Odd,Humpy-Pink-Odd,59.6444,139.5844,WC,AK,1973,1991,10,225000,304130,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,,
161,161,Pink-Even,PWS-Pink-Even,60.5,147,GOA,AK,1960,2008,25,10234627,27866302,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,,
162,162,Pink-Odd,PWS-Pink-Odd,60.5,147,GOA,AK,1961,2009,25,13578314,25874686,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,,
163,163,Pink-Even,S CIn-Pink-Even,59.52528,151.48,GOA,AK,1976,2008,17,144354,260200,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay",
164,164,Pink-Odd,S CIn-Pink-Odd,59.52528,151.48,GOA,AK,1977,2009,17,243700,661500,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay",
165,165,Pink-Even,Outer CIn-Pink-Even,59.38389,150.7528,GOA,AK,1976,2008,17,469090,1529905,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka",
166,166,Pink-Odd,Outer CIn-Pink-Odd,59.38389,150.7528,GOA,AK,1977,2009,17,789129,2223900,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka",
167,167,Pink-Even,Kamishak-Pink-Even,59.27,154.1175,GOA,AK,1976,2008,17,1719239,2162998,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek",
168,168,Pink-Odd,Kamishak-Pink-Odd,59.27,154.1175,GOA,AK,1977,2009,17,1240152,1371879,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek",
169,169,Pink-Even,Afognak-Pink-Even,58.26222,152.5883,GOA,AK,1978,2008,16,1521470,3730000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
170,170,Pink-Odd,Afognak-Pink-Odd,58.26222,152.5883,GOA,AK,1979,2009,16,1886046,4921462,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
171,171,Pink-Even,W Kod-Pink-Even,57.11389,154.4947,GOA,AK,1978,2008,16,9880208,23621882,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
172,172,Pink-Odd,W Kod-Pink-Odd,57.11389,154.4947,GOA,AK,1979,2009,16,8598000,23571000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
173,173,Pink-Even,Alitak-Pink-Even,56.88528,154.1217,GOA,AK,1978,2008,16,3922000,5.00E+06,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
174,174,Pink-Odd,Alitak-Pink-Odd,56.88528,154.1217,GOA,AK,1979,2009,16,7592000,14652000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
175,175,Pink-Even,E Kod-Pink-Even,57.089858,153.187928,GOA,AK,1978,2008,16,3717970,7197847,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
176,176,Pink-Odd,E Kod-Pink-Odd,57.089858,153.187928,GOA,AK,1979,2009,16,5426000,13951000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
177,177,Pink-Even,Mainland Kod-Pink-Even,58.03333,154.6644,GOA,AK,1978,2008,16,1804000,3550000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
178,178,Pink-Odd,Mainland Kod-Pink-Odd,58.03333,154.6644,GOA,AK,1979,2009,16,7954000,7954000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
179,179,Pink-Even,Chignik Bay-Pink-Even,56.38528,158.2261,GOA,AK,1962,2008,22,81400,311600,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
180,180,Pink-Odd,Chignik Bay-Pink-Odd,56.38528,158.2261,GOA,AK,1963,2009,21,180500,313600,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
181,181,Pink-Even,Central Chig-Pink-Even,56.59639,157.9933,GOA,AK,1962,2008,24,257000,534770,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
182,182,Pink-Odd,Central Chig-Pink-Odd,56.59639,157.9933,GOA,AK,1963,2009,24,715500,1198175,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
183,183,Pink-Even,E Chig-Pink-Even,56.98528,156.5806,GOA,AK,1962,2008,24,1318100,2011766,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
184,184,Pink-Odd,E Chig-Pink-Odd,56.98528,156.5806,GOA,AK,1963,2009,24,1470200,1567638,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
185,185,Pink-Even,W Chig-Pink-Even,56.06667,158.6756,GOA,AK,1962,2008,24,333400,1373782,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
186,186,Pink-Odd,W Chig-Pink-Odd,56.06667,158.6756,GOA,AK,1963,2009,24,554700,1346418,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
187,187,Pink-Even,Perryville-Pink-Even,55.85417,159.3314,GOA,AK,1962,2008,24,395700,592547,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
188,188,Pink-Odd,Perryville-Pink-Odd,55.85417,159.3314,GOA,AK,1963,2009,24,582100,1480800,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,,
189,189,Pink-Even,SE-SC AKPen-Pink-Even,55.5,161,BS,AK,1962,2008,24,5969710,11076199,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southeastern and Southcentral Districts,
190,190,Pink-Odd,SE-SC AKPen-Pink-Odd,55.5,161,BS,AK,1963,2009,24,4404450,15767364,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southeastern and Southcentral Districts,
191,191,Pink-Even,SW-Unimak-Pink-Even,54.5,163.5,BS,AK,1962,2008,24,2341700,5961135,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southwestern and Unimak Districts,
192,192,Pink-Odd,SW-Unimak-Pink-Odd,54.5,163.5,BS,AK,1963,2009,24,2001850,6762894,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southwestern and Unimak Districts,
193,193,Pink-Even,NW AKPen-Pink-Even,54.982,163.37,BS,AK,1962,2008,23,216600,558182,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
194,194,Pink-Odd,NW AKPen-Pink-Odd,54.982,163.37,BS,AK,1963,2009,24,74400,349253,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,,
195,195,Pink-Even,Nushagak-Pink-Even,58.62222,158.5911,BS,AK,1958,2002,23,9161784,13510120,NA,NA,,
196,196,Pink-Even,Unalakleet-Pink-Even,63.86944,160.7878,BS,AK,1970,2002,13,458387,637424,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,,
197,197,Pink-Odd,Unalakleet-Pink-Odd,63.86944,160.7878,BS,AK,1973,2009,15,381150,406597,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,,
198,198,Pink-Even,Nome-Pink-Even,64.4828,165.305,BS,AK,1972,2008,19,2212155,2229337,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,,
199,199,Pink-Odd,Nome-Pink-Odd,64.4828,165.305,BS,AK,1971,2009,20,920500,925575,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,,
200,200,Pink-Even,Moses-Norton-Pink-Even,64.64,161.55,BS,AK,1964,2008,23,1288531,1342124,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,Sum of Moses Point and Norton Bay Subdistricts,
201,201,Pink-Odd,Moses-Norton-Pink-Odd,64.64,161.55,BS,AK,1963,2009,24,770401,774122,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,Sum of Moses Point and Norton Bay Subdistricts,
